ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_16_AUD_Total,E_16_AUD_Dem,E_16_AUD_Rep,E_16_LTG_Total,E_16_LTG_Dem,E_16_LTG_Rep,E_16_SOS_Total,E_16_SOS_Dem,E_16_SOS_Rep,E_16_TREAS_Total,E_16_TREAS_Dem,E_16_TREAS_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_AUD_Total,E_20_AUD_Dem,E_20_AUD_Rep,E_20_LTG_Total,E_20_LTG_Dem,E_20_LTG_Rep,E_20_SOS_Total,E_20_SOS_Dem,E_20_SOS_Rep,E_20_TREAS_Total,E_20_TREAS_Dem,E_20_TREAS_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_24_undefined_Total,E_24_undefined_Dem,E_24_undefined_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_GOV_Total,E_24_GOV_Dem,E_24_GOV_Rep,E_24_AG_Total,E_24_AG_Dem,E_24_AG_Rep,E_24_AUD_Total,E_24_AUD_Dem,E_24_AUD_Rep,E_24_LTG_Total,E_24_LTG_Dem,E_24_LTG_Rep,E_24_SOS_Total,E_24_SOS_Dem,E_24_SOS_Rep,E_24_TREAS_Total,E_24_TREAS_Dem,E_24_TREAS_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
27,27,140383,93943,12294,18448,13090,4760,2290,0,0,149808,97619,14707,19943,15452,5123,2690,0,0,156386,95012,16849,20349,17803,6561,4302,157239,95320,16878,20625,17835,6595,4328,151434,97709,15062,20563,15916,5407,2671,12973,9933,1569,1251,12469,154631,98771,15007,20601,17070,5262,3395,111001,78619,7914,12437,9416,3239,1408,0,0,113503,80685,7520,12563,8075,2772,988,10167,6572,1048,988,1458,0,127327,81598,11849,14712,13536,4777,2798,127327,81598,11849,11105,9930,1332,1899,8910,116239,82203,7871,12637,8266,2991,999,0,0,0,0,119628,83899,8287,12837,9534,2804,1139,10253,7367,1040,1139,122427,83719,10572,13213,10170,2532,1063,10593,7916,709,1063,60230,40192,18860,61534,41819,19715,64189,41511,17324,64938,44824,20114,64780,41264,23516,60026,44402,0,61806,39652,22154,62578,40677,21901,62471,33089,29382,52268,0,52268,60155,41709,18446,71797,49270,21374,82204,57371,21917,81496,55819,25332,79605,54302,25199,78782,55864,22828,75853,66245,0,79653,44297,35260,78840,51648,27116,70810,48719,20912,59043,41414,17456,57806,28790,1407,58816,42172,16525,73166,48311,24747,73280,51144,21313,76531,53447,19900,74781,53111,21482,75305,51073,24027,73627,50542,23025,73215,52692,20463,73909,51049,22779,73557,53278,20182,73135,51186,21898,73586,51112,22301
28,28,135536,84429,14883,18561,15017,4134,3844,0,0,148328,86021,19164,21800,17855,3996,5646,0,0,157375,83627,23257,24712,20055,5785,6347,157289,83480,23255,24763,20046,5783,6349,150741,84966,21757,22323,18515,4328,5700,15620,11241,1068,3178,12644,155421,83890,24125,23252,19529,5275,5968,100824,67024,8794,11832,10600,2554,2330,0,0,107294,67851,10282,13690,9909,2175,2197,11841,8016,984,2197,1420,0,120747,68695,15228,17017,14746,3959,3929,120747,68695,15228,12923,10869,940,2779,8640,110471,68696,11832,13839,10252,1982,2209,0,0,0,0,113413,69006,13195,14272,11134,2325,1879,11769,8955,866,1879,115272,69787,13745,14322,11233,2256,1794,11828,8622,689,1794,52971,29283,22747,52283,29479,22804,52972,28110,20342,53873,31330,22543,53707,28456,25251,49703,33188,0,51492,27798,23694,52110,27787,24323,52125,22343,29782,45469,0,45469,47855,27378,20477,59083,33659,24291,67829,39525,25553,67141,38411,28443,65553,37205,28268,65028,38788,26168,61937,50329,0,65699,30149,35466,65055,35380,29601,57925,32941,23827,46923,27006,19771,45902,20436,1651,46784,27249,19460,59685,32268,27302,59758,34683,24309,62390,36488,23527,60906,36350,24428,61284,34265,26884,60117,34389,25663,59816,35798,23954,60353,34633,25641,59969,36231,23666,59685,34451,25173,60460,36205,24134
29,29,141724,72793,21652,22816,19299,6143,5549,0,0,152806,73910,26233,27293,20371,5559,7069,0,0,156309,68809,28540,26556,23146,8358,8307,157054,69108,28558,26820,23181,8389,8335,154228,72142,25933,28411,21877,6748,6998,18915,15558,2411,4343,14280,155664,71267,26406,28385,22597,9413,6536,104370,59565,12560,13994,13887,3879,3241,0,0,103546,60676,9462,14458,11245,2833,3386,12540,9668,1610,3386,1573,0,118573,57876,17956,17771,17392,5766,5222,118573,57876,17956,13514,13765,1754,3973,8984,105136,59306,10146,15514,12093,3445,3109,0,0,0,0,108496,59166,11508,16101,13366,3986,2708,13868,11207,1887,2708,107600,56944,12312,15430,14271,3834,2902,13101,11964,1463,2902,43927,27346,15632,44382,29089,15293,45149,25171,16046,45653,29099,16554,45451,26566,18885,42492,28844,0,43739,26377,17362,44123,25489,18634,44104,22559,21545,37796,0,37796,40100,24227,15873,52117,31257,20012,62028,37045,22596,61402,36075,25073,59871,35749,24047,59489,36785,22626,56971,46921,0,60045,30993,28961,59533,34876,24588,50926,30177,19874,38724,22853,15705,37881,18210,1564,38558,22920,15546,52711,29797,22789,52537,31213,20756,55159,32258,20882,53631,32945,20525,54130,31381,22575,53003,30845,22099,52820,32133,20616,53229,31414,21730,53003,32564,20355,52763,31069,21630,53252,32485,20632
30,30,137832,77936,21602,14111,20051,3617,4256,0,0,149371,72069,28609,22489,21640,4772,6165,0,0,156975,66152,32189,22938,27487,5662,7399,157277,66250,32194,23058,27503,5669,7415,150134,68285,27778,25040,23548,4478,6533,19099,18792,1013,4509,9877,155753,64484,29767,26972,27165,4296,6344,102408,63120,12744,8715,14608,2345,2480,0,0,97400,58918,9252,11493,12236,2084,2056,10318,10731,1126,2056,1710,0,120031,55934,20727,15663,21179,4243,4717,120031,55934,20727,12968,18289,861,3801,6768,97189,56305,9508,12452,13362,1937,2147,0,0,0,0,100737,55663,10971,13292,15471,1980,1896,12051,13528,786,1896,97972,50688,11188,14052,16259,2043,2762,12096,14540,457,2762,50902,30033,19982,50748,30450,20298,51416,29358,18344,51684,31453,20231,51723,29059,22664,47816,33070,0,49393,24139,25254,49627,27890,21737,49999,23850,26149,42972,0,42972,47489,28530,18959,57484,34120,22470,65973,39598,24426,65359,38648,26500,63560,37137,26365,62830,37746,25041,59074,48547,0,63633,30808,32737,63260,36734,26476,55983,33017,22053,42708,24905,17699,41499,21128,1750,42337,25218,17032,55224,30350,24766,55641,32543,22484,57705,33607,22138,55881,34047,21680,56851,31892,24808,55504,31311,24138,55071,32628,22393,55736,31789,23874,55649,33671,21924,55359,32585,22724,699,425,273
31,31,128597,106637,7923,3375,6398,4858,1195,0,0,145579,113868,12599,4826,8942,5538,2330,0,0,157062,113630,14801,6864,12263,8165,2930,157211,113725,14803,6881,12266,8180,2933,149326,114899,13814,4720,10015,5578,2741,2630,5648,2681,1548,7858,156753,117552,15506,5657,12182,5854,2978,95060,81485,4591,1872,4139,2986,684,0,0,105485,88835,5622,2569,4368,2999,433,1855,3165,1684,433,766,0,118197,89440,9147,4255,8206,5582,1780,118197,89440,9147,2818,5837,2137,1032,7189,107726,89763,6312,2505,4697,3279,666,0,0,0,0,111939,91197,7091,2812,5967,3106,1059,1862,4477,1605,1059,114332,90896,8001,3411,7086,3235,880,2525,5545,1487,880,57359,28498,27660,58731,28590,30141,62259,25539,31544,63347,29860,33487,63313,26475,36838,57514,33619,0,59743,24931,34812,60830,25478,35352,61100,20761,40339,54508,0,54508,60502,27050,33452,73532,32013,40275,86355,38682,44859,85932,35636,50009,83372,35124,48165,82439,37073,45317,78027,54029,0,83669,28164,55435,82716,34236,48429,73765,31754,40752,64929,28404,36368,62796,23083,3255,64678,29610,34872,82348,33449,48764,81395,35708,44813,86226,38513,44616,83997,38629,45213,85224,34682,50346,82847,35273,47512,82186,37259,44861,83213,35447,47692,82777,38310,44404,82369,36157,46146,82872,38788,43951
32,32,142071,94189,12496,9303,23794,3199,1445,0,0,153096,95566,15006,13185,27699,3070,1896,0,0,157036,91359,17695,13599,29635,4800,1808,157211,91462,17698,13637,29639,4801,1809,154337,96750,14332,13583,27729,3007,2016,10026,22114,699,783,9121,158881,96808,16018,13477,29314,4338,1921,113711,79131,8239,6085,18185,2284,984,0,0,111122,78827,6758,6529,16101,2029,380,5426,14344,611,380,818,0,127128,77932,12296,9462,23323,3647,1272,127128,77932,12296,7693,20283,747,649,6874,111238,79585,6137,6510,15686,1932,366,0,0,0,0,115867,79584,7216,7394,17813,2139,554,6515,15413,629,554,118524,80049,8135,8583,18058,1676,445,7207,15432,337,445,69184,48984,19027,69707,50930,18777,72737,52271,15478,73394,54265,19129,73309,50553,22756,68570,53794,0,68314,45086,23228,70335,49696,20639,70596,41991,28605,59308,0,59308,69267,51705,17562,79174,58703,19290,88025,66478,18962,87226,65168,21822,85207,62406,22747,83820,62537,21228,80041,71840,0,85033,50902,34044,84104,58194,25856,77880,57970,18712,65716,49768,15773,63944,42129,1368,64948,48745,16045,78909,54753,24040,79757,59576,19201,83243,61969,17845,81200,61759,19206,81698,59540,21976,79449,57902,21467,78800,59528,19191,79942,58636,21191,79629,61320,18203,79082,58825,20182,79919,60121,19567
33,33,137872,70591,26360,17353,19123,3973,4494,0,0,152888,69610,30870,23785,23593,4019,5853,0,0,156821,63579,31977,25805,28480,5586,5693,157256,63740,31996,25964,28495,5597,5711,152160,67978,31400,23293,25099,3761,5127,19056,19734,649,3750,9412,156102,65796,32108,24850,27918,3799,5611,105931,60556,16564,11421,13882,2645,2752,0,0,97201,58698,8554,11936,12341,2166,2621,10811,11135,663,2621,1095,0,122933,56122,21585,18143,21404,4193,3727,122933,56122,21585,15749,18570,874,2886,6557,96258,58316,8998,11962,12326,2069,1876,0,0,0,0,99884,56646,10492,13692,14578,1781,1834,12334,13066,381,1834,100771,53782,11701,15073,16413,1636,1524,13500,14735,261,1524,51162,33066,17130,50172,33621,16551,52819,34342,15001,52905,36220,16685,52787,33293,19494,48734,36290,0,49368,29694,19674,50438,32088,18350,50860,27710,23150,42688,0,42688,49086,33271,15815,58644,39834,17982,67047,46389,18759,66263,45266,20782,64509,43529,20919,63561,43750,19754,59807,52720,0,64477,35642,28760,63829,41110,22668,57317,38900,17568,44947,30685,14136,43650,25887,1164,44470,30268,14110,57063,36490,20478,57446,38661,18128,59802,39548,17920,57860,40175,17490,58746,38132,20470,57228,37196,19979,56758,38669,18029,57310,37545,19674,57345,39678,17591,56950,38140,18752,19035,12965,6031
34,34,137542,86712,16721,12992,18594,3916,1998,0,0,152522,94299,19809,15135,21038,3690,2671,0,0,156743,91928,20889,15849,23390,5430,2004,157234,92106,20903,16016,23418,5452,2022,155680,94465,21173,16619,22186,4729,1794,12000,16530,752,948,9131,154990,95180,19446,16142,22166,4813,1166,110097,74415,11081,8553,13766,2813,1211,0,0,111166,79415,8233,7942,12100,2285,723,6569,10413,848,723,784,0,127978,79598,15039,10846,18324,4184,1364,127978,79598,15039,8584,15207,927,782,7124,113418,80043,8882,8141,12825,2344,504,0,0,0,0,114215,80602,8625,9031,12818,2369,460,7329,10989,613,460,116697,78013,10803,9820,14763,2025,550,8317,12666,525,550,67737,53186,13387,70072,56595,13477,76955,61891,10566,76636,62929,13707,76491,59138,17353,71427,60270,0,71250,52937,18313,73247,58306,14941,73651,51209,22442,60807,0,60807,74460,61871,12589,83100,68487,13665,91933,76748,12983,90927,75251,15433,88931,72164,16679,87519,71985,15451,83482,79217,0,88750,59855,28793,87765,67313,20361,82061,67951,13139,70642,59834,10665,68734,50666,637,69755,57973,11526,84061,65034,18908,84324,70218,13314,87716,72785,11723,85958,72380,13303,86514,70743,15576,84508,68863,15571,83784,70371,13346,84898,69928,14860,84688,72114,12493,84168,70025,14080,84056,68566,15248
35,35,146461,122558,9502,3209,5856,5794,1376,0,0,155908,126393,13028,4172,6950,5797,1599,0,0,158942,121379,14627,4552,8104,9253,2094,157268,120486,14582,4242,8064,9177,2055,157186,124616,13294,5086,7979,5986,1732,2113,4841,1809,836,9046,159571,123327,15112,5354,8364,6552,2060,114287,98816,5649,1950,3941,3911,847,0,0,120370,103840,5635,2298,3750,3676,560,1711,2873,1503,560,626,0,126753,100962,9166,2921,5632,6588,1388,126753,100962,9166,1809,3524,2189,638,7691,119739,102836,5722,2222,4072,3750,694,0,0,0,0,121419,102992,6454,2611,4617,3496,512,1845,3174,1288,512,123933,102909,8076,2875,5203,3558,378,1849,3135,1128,378,74361,38781,33949,72625,37986,34639,73993,32337,34943,75190,38556,36634,75255,34511,40744,69343,42967,0,71111,32588,38523,72753,33127,39626,73370,25556,47814,63743,0,63743,71969,34860,37109,83981,39676,42732,95656,45610,46547,95216,43540,51361,92884,42971,49797,91630,44585,46930,85736,63834,0,92969,32289,60529,91861,40793,50952,83949,39186,43164,75386,35917,39273,73138,30185,3025,74902,37423,37384,90149,40073,49883,89702,42924,45718,93702,45392,44779,91348,45822,45229,92788,42234,50284,90631,42477,48064,90140,44454,45603,91371,43618,47658,90733,45647,44991,90251,43679,46492,90911,42878,47878
36,36,128462,105878,6287,3919,10750,2229,658,0,0,156732,119539,8690,4878,21862,2824,771,0,0,157171,111948,10625,5657,24562,3452,999,157250,111995,10628,5674,24565,3459,999,160145,117680,9495,5803,25026,2987,649,3153,18591,592,172,9907,156656,111594,10578,5301,25547,3445,568,109744,91819,4939,2928,8553,1798,491,0,0,121202,98848,5571,3181,11115,1393,148,2409,8759,546,148,982,0,133538,96718,8481,4343,20150,2768,706,133538,96718,8481,2825,16523,497,219,7503,123119,98833,6248,3848,12071,1319,129,0,0,0,0,119991,94537,7098,3501,12422,1705,94,2387,10006,288,94,121638,94111,7926,3695,13142,1930,192,2566,10284,230,192,80404,67552,11672,82669,70162,12507,90622,77823,7913,90131,77028,13103,89641,72711,16930,83655,73289,0,82900,64058,18842,85534,72284,13250,85977,62754,23223,70467,0,70467,87242,76563,10679,95154,83133,10939,102761,91634,8645,101718,89878,11579,99540,85726,13735,98001,85754,12194,94528,91634,0,99335,71173,28077,98318,78509,19760,93526,82312,10112,80363,72147,8065,78191,60501,407,79056,69560,9110,94666,76428,18143,95153,84203,10081,98909,87708,7719,97320,86481,10590,97653,84900,12539,95077,82235,12770,94239,84030,10149,95861,83987,11781,95280,86021,9182,94662,83420,11197,95092,82231,12553
37,37,136325,45918,11178,35054,44020,3281,1653,0,0,157781,58837,13167,38040,47335,3984,1358,0,0,156777,57565,14625,33839,48719,4132,1652,157247,57671,14634,34091,48751,4147,1671,159127,61467,14375,35845,47037,4080,1307,29851,40419,828,746,10426,158314,62894,14219,34895,45889,4266,1591,108558,40209,7816,24646,35031,2356,1108,0,0,112871,50512,6409,22004,30508,1967,433,20000,28186,796,433,1513,0,129010,50803,10940,24459,40562,3257,1238,129010,50803,10940,21177,36599,578,550,7727,115236,52572,7072,21310,30976,1804,429,0,0,0,0,115211,53833,7418,20878,29811,1586,560,18782,27365,477,560,119778,55878,7788,21011,31795,1677,525,18292,28917,424,525,57613,49709,7094,61231,54633,6598,67209,58960,5077,66401,59893,6508,66239,57702,8537,62805,56356,0,62004,52578,9426,63680,56346,7334,63949,51803,12146,50540,0,50540,65000,58642,6358,74577,66186,7695,84610,74036,8779,83547,74087,9255,81702,71553,10069,80663,71042,9573,77864,75717,0,81418,61997,19326,80885,67766,13072,73653,65314,7625,60731,54661,5948,58958,46840,458,59997,54145,5675,75058,62393,12548,75291,65769,8713,78553,66225,8620,76419,67763,8302,77174,66927,10058,75552,65033,10425,74822,65905,8828,75687,65829,9715,75696,67271,8316,75191,65464,9646,7362,6764,578
38,38,144125,102813,17340,6441,11733,7193,1611,0,0,153264,104286,20866,8684,13786,6657,2807,0,0,156597,96383,24691,9578,16358,9711,2691,157215,96814,24708,9645,16365,9739,2700,155218,102164,22464,9242,15308,7210,2609,5887,11911,2658,1567,7998,155481,97220,25000,10980,16941,7702,1985,109467,82774,10309,3943,8163,4656,947,0,0,109769,84568,8383,4067,7602,3638,735,3230,6667,1866,735,970,0,122634,80647,15952,6332,12210,6832,1716,122634,80647,15952,4572,9842,2906,1105,7028,111666,84561,9149,4153,8326,3989,535,0,0,0,0,111968,82671,10231,4495,9300,4003,456,3800,7992,1965,456,112778,80698,10961,5605,10293,4035,297,4624,8664,1883,297,56787,34127,21276,55177,34035,21142,58007,30964,21861,59272,35109,24163,59111,31950,27161,55594,36483,0,56211,30314,25897,57473,31735,25738,57570,26916,30654,51168,0,51168,52959,31184,21775,65313,37395,26662,75087,43931,28228,74628,41952,32390,72969,41215,31667,71973,42012,29878,68459,53793,0,72841,35120,37629,72231,40154,32007,64174,36645,26243,52272,30630,21460,51219,26574,1934,51925,30718,21094,66779,36673,29995,67068,38930,27276,70838,40835,27269,68583,41138,27241,69311,38961,30145,67339,38084,29189,66972,39385,27524,67767,38180,29499,67560,40985,26508,67138,38953,28126,68172,41633,26314
39,39,131688,111834,9625,2233,4693,3880,868,0,0,145799,119641,13112,3131,6489,4514,944,0,0,157080,120434,15646,4214,8872,6808,1505,157306,120609,15651,4223,8872,6817,1506,147417,119589,13134,3548,7036,4241,1402,1465,4097,1570,413,6662,153862,119535,15902,4553,8848,3863,1220,97980,86149,5393,1110,2932,2491,474,0,0,107882,94206,5728,1518,3387,2392,168,1043,2785,924,168,555,0,119257,95208,9633,2386,5943,4715,891,119257,95208,9633,1368,4165,1238,389,6612,109450,94825,6510,1652,3421,2188,307,0,0,0,0,113203,96057,8427,2000,3700,2076,355,1454,2841,725,355,116321,96295,9239,2099,5315,2293,337,1488,4029,688,337,60617,31634,27487,59665,30910,28755,64824,26696,32048,66281,31817,34464,66077,28383,37694,61050,34749,0,62621,26706,35915,64046,27920,36126,64244,23136,41108,57565,0,57565,62075,28262,33813,75601,33340,40791,88140,39667,45017,87806,36724,50748,85275,36559,48622,84044,37756,46216,78203,52775,0,85256,30800,54341,84418,36040,48298,75442,32821,41131,65789,28992,36599,64179,26194,3520,65448,30019,35291,82648,33992,48494,82061,36305,44717,87282,38600,45236,83277,38702,44369,85738,35926,49602,83224,35805,47353,82664,37011,45593,83745,35333,48338,83565,39433,44062,82839,36795,45978,84429,39803,44456
40,40,142537,114713,17079,2348,6066,3162,637,0,0,156644,122471,20663,2753,7361,3911,984,0,0,157080,117586,21304,2955,8678,5481,1224,157261,117692,21315,2958,8681,5489,1224,159632,122729,21572,3116,8464,4055,864,1636,5192,1434,257,6663,159037,120783,22469,3435,8049,4452,1101,113879,95773,10214,1448,4575,2196,421,0,0,119496,102325,8256,1665,4183,2308,328,1103,3024,1278,328,453,0,128373,100673,13847,2014,6626,3954,875,128373,100673,13847,1026,4429,839,362,6523,122386,103383,8933,2032,4999,2425,225,0,0,0,0,123652,103427,10330,2007,4806,2260,254,1158,3138,804,254,125333,103913,11197,1998,5306,2143,313,1004,3263,601,313,74414,47252,25718,72651,45991,26660,78420,48527,23676,79482,52226,27256,79189,49517,29672,72308,52404,0,74413,44792,29621,76434,48223,28211,76504,41475,35029,64202,0,64202,77692,51687,26005,86954,57226,28337,97187,65398,28695,96629,64066,32317,93741,61579,32076,92539,62139,30321,86225,71381,0,94000,52559,41338,92907,58758,34086,86606,57231,27967,77274,52061,25073,74814,41723,3735,76945,52665,24140,89975,58116,31699,90215,61280,27919,94395,64489,26155,90092,62664,27205,93109,62458,30469,90408,60655,29680,89798,62220,27512,91201,61091,30012,90691,63769,26842,90030,61747,28221,92013,66519,25147
41,41,136742,92670,6071,3290,33908,1215,640,0,0,150908,88400,8033,3867,48802,1509,848,0,0,157194,80468,8900,4983,60173,2165,884,157234,80494,8901,4990,60177,2165,884,153040,84728,8593,4116,52923,1324,737,2890,47722,233,410,6828,155262,79972,9402,5207,58525,1832,306,102187,72031,3930,2067,23407,820,438,0,0,96103,66692,3335,2132,22463,700,355,1808,21093,269,355,461,0,119168,65182,6081,3374,42395,1565,555,119168,65182,6081,2303,39734,187,170,4941,96747,65705,3757,2096,23851,620,312,0,0,0,0,97779,63202,4538,2742,25912,773,47,2274,24090,185,47,97347,59397,4352,2899,28934,797,238,1931,27067,102,238,73669,46503,26258,74571,45555,29016,74301,50534,19202,75174,49423,25751,74836,44790,30046,68393,51642,0,69051,36458,32593,71487,45118,26369,71578,34038,37540,61830,0,61830,70467,48044,22423,79579,54820,23658,87573,62844,22279,86594,61271,25035,84049,56694,27294,82507,56849,25618,77130,68904,0,83964,42317,41582,82979,49451,33478,77923,54193,22602,65400,45730,19526,63353,38659,1550,64829,46183,18551,76048,45648,30300,77925,53840,23147,80503,56421,20567,78667,55018,23457,79439,52199,27078,76773,50658,26057,75880,52342,23482,77410,51385,25924,76914,54755,22090,76324,51673,24604,22262,15850,6327
42,42,136186,108813,12743,2181,6375,7207,758,0,0,149946,114846,16948,3076,9412,7600,1308,0,0,156944,114572,18289,3497,10075,9803,1296,157263,114774,18302,3516,10079,9839,1298,151930,116940,16861,2790,9102,7274,1324,1114,5780,4367,353,6093,155242,117201,17528,3163,9933,7305,1180,104851,87091,7566,1220,4512,4855,477,0,0,109494,90748,7556,1441,4476,4386,241,953,3841,3559,241,644,0,123433,94083,11875,2185,7549,6822,894,123433,94083,11875,1120,5786,3453,410,5962,111688,92832,7767,1280,4624,4344,265,0,0,0,0,115228,94396,8662,1523,5254,4636,270,894,4276,2884,270,119504,96817,9094,1792,6314,4649,308,1063,4782,2552,308,65746,34141,30169,65495,33458,32037,72118,34212,32099,72906,38429,34477,72916,36455,36461,66141,41634,0,69640,33798,35842,71135,35068,36067,71164,31065,40099,62697,0,62697,71570,37352,34218,82329,42806,38218,93888,50054,40802,93477,48736,44444,91176,47803,43308,90651,48555,42053,86335,58205,0,91861,41965,49768,90864,46503,44306,82738,42864,38547,75548,39003,36422,72365,32079,7257,75232,39682,35420,90351,45667,44564,89744,47496,41330,93986,49809,40637,92311,49990,42140,93024,48544,44306,90711,47458,43195,90231,48605,41577,91604,47468,44052,90932,49820,41046,90430,48231,42149,91832,52328,39248
43,43,113627,83368,6171,6524,16322,2052,671,0,0,145761,97840,7931,7913,30864,2221,854,0,0,157133,94625,11776,9161,38310,3274,1102,157247,94667,11780,9202,38316,3283,1104,150448,97345,8889,7817,34566,2480,1161,5565,28220,711,331,8825,152186,92857,9329,8416,38684,2571,1409,104120,76788,5578,5579,14851,1838,589,0,0,114625,85725,6118,5937,14708,1414,136,4700,11639,486,136,736,0,145451,88142,10470,7936,35664,2783,904,145451,88142,10470,5781,30944,572,309,8354,118061,85895,6947,5841,16704,1483,300,0,0,0,0,117424,82761,7295,6181,18291,1339,294,5439,14809,589,294,122249,82853,8454,6620,20795,1706,368,5475,16953,716,368,64708,56802,6861,67386,58907,8479,76153,66967,5170,75106,65988,9118,74625,63097,11528,70141,62429,0,69440,55966,13474,71751,62595,9156,71891,55324,16567,59211,0,59211,72807,65861,6946,79938,71386,7573,86666,78294,6206,85759,77281,8256,83814,73904,9855,82599,73658,8879,79731,78039,0,83683,61743,21851,82905,67845,14996,78067,70100,6968,63796,58211,5472,62008,48771,252,62681,56231,6179,78987,65446,13435,79182,70795,7395,82910,73309,5866,81275,72941,8005,81541,72240,9136,79427,69641,9703,78642,71106,7473,80144,71455,8581,79640,72773,6771,79079,70705,8318,79319,69722,9341
