ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep
116,116,8623,7755,187,257,366,61,6,0,0,8581,7880,81,206,362,61,8,0,0,8666,7356,269,415,391,124,3,8544,7956,77,206,222,85,0,101,209,27,0,170,8732,8064,62,271,255,65,0,7009,6439,129,155,254,45,4,0,0,6948,6559,34,110,177,47,0,81,122,8,0,10,0,7179,6245,195,258,298,98,2,7179,6245,195,211,248,12,1,233,6776,6471,33,75,147,80,0,0,0,0,0,6798,6464,55,88,177,62,0,31,178,15,0,6561,6148,138,86,192,32,0,30,203,27,0,5263,3988,1192,4521,3561,960,5086,3763,1005,4613,836,685,4549,3469,890,4968,3582,1070,5214,4083,994,5195,3336,1323
117,117,7994,6623,315,703,269,104,7,0,0,8662,7190,191,1001,169,119,19,0,0,8578,6441,576,1074,271,157,21,8769,6785,266,1251,295,137,18,1184,231,16,6,274,8338,6763,198,689,324,120,30,6961,6019,231,442,198,89,5,0,0,6893,6275,146,310,76,98,4,251,68,12,4,6,0,7520,5951,422,743,219,130,12,7520,5951,422,668,168,20,0,255,6796,5945,226,403,121,98,4,0,0,0,0,6883,6183,192,282,116,95,4,249,110,4,4,6818,6094,240,346,78,47,0,350,70,0,0,4303,3594,617,4517,3562,955,4960,4163,494,4506,1290,285,4480,3907,395,5120,4208,503,5637,4995,465,5626,4155,660
118,118,8556,6042,502,1482,390,211,19,0,0,8308,5451,476,1825,397,209,1,0,0,8795,5833,463,1934,355,197,15,8474,5863,340,1697,369,182,1,1539,303,40,0,364,8635,6101,428,1493,312,134,14,7305,5620,382,865,299,182,17,0,0,6526,5217,397,445,292,150,0,405,265,39,0,25,0,7640,5477,354,1307,301,173,12,7640,5477,354,1209,226,20,4,306,6852,5540,267,563,288,146,0,0,0,0,0,7291,5898,227,751,229,115,15,610,180,10,15,7672,6064,384,837,293,75,10,708,243,8,10,3776,3114,592,4699,3700,999,4055,3148,549,3667,1242,306,3672,3079,414,4239,3304,535,4642,3925,513,4708,3304,663
119,119,8415,7360,241,514,220,122,9,0,0,8529,7482,373,515,180,153,0,0,0,9119,7492,325,863,216,138,6,9051,7545,392,950,169,171,0,773,130,17,0,194,9215,7979,291,604,228,94,7,7433,6728,177,297,162,93,8,0,0,7535,6886,216,202,125,80,0,194,95,10,0,34,0,8120,6973,247,523,181,114,5,8120,6973,247,442,118,26,2,267,7965,7110,211,392,120,90,0,0,0,0,0,8321,7642,160,288,197,49,0,270,157,4,0,8103,7264,198,331,229,25,0,302,205,4,0,5059,4132,800,4763,3750,1013,5771,4786,650,5219,1315,405,5182,4456,568,6197,5054,701,7020,6190,642,7003,5197,900
120,120,8428,7100,266,401,586,79,7,0,0,9026,7059,259,1194,540,40,60,0,0,9301,6664,463,1357,625,194,26,8958,6832,289,1250,605,46,110,1116,464,0,0,255,9228,6378,280,1966,473,122,72,6534,5675,167,205,426,55,3,0,0,6636,5746,195,260,400,14,0,145,230,0,0,34,0,7484,5700,306,828,460,154,23,7484,5700,306,750,404,39,7,249,6371,5513,199,200,398,19,0,0,0,0,0,6407,5516,223,230,310,110,0,230,175,25,0,6901,5775,175,404,411,116,0,386,360,37,0,4373,3020,1266,4635,3277,1358,4629,2891,1456,3887,711,883,3879,2534,1131,5175,3390,1478,6162,4541,1475,6226,3916,1840
121,121,8537,7807,177,184,336,59,8,0,0,8763,8187,193,171,176,95,0,0,0,8589,7590,248,248,319,122,11,8561,7907,211,125,235,87,0,62,144,0,0,242,8903,8206,208,81,251,109,0,6574,6119,99,92,232,45,6,0,0,6987,6711,100,20,125,35,0,20,72,0,0,0,0,6912,6227,170,133,236,84,11,6912,6227,170,101,198,8,1,173,7059,6699,130,15,175,34,0,0,0,0,0,7442,7027,167,14,185,54,0,14,118,0,0,7099,6521,273,65,150,83,0,22,87,0,0,4764,3266,1414,4829,3375,1454,5023,3277,1445,4477,731,920,4497,3045,1217,5043,3264,1475,5381,3838,1391,5406,3180,1807
122,122,8278,7846,126,110,166,53,7,0,0,8007,7535,271,110,74,42,0,0,0,8799,7895,206,252,225,112,16,8330,7837,296,131,85,75,0,76,26,0,0,81,8699,7847,254,208,158,35,0,6925,6627,83,66,115,36,5,0,0,6755,6439,165,69,48,46,0,50,17,0,0,0,0,7589,6942,142,182,150,75,14,7589,6942,142,139,111,12,3,196,7113,6845,130,64,63,8,0,0,0,0,0,7343,7010,100,73,134,17,0,29,96,4,0,7696,7220,134,79,231,23,0,37,160,5,0,5213,3725,1403,4990,3541,1449,5286,3927,1088,4848,747,718,4828,3629,996,4963,3555,1121,5027,3934,954,4919,3115,1352
123,123,8774,8368,115,60,183,54,12,0,0,9026,8728,46,45,189,11,0,0,0,9344,8531,238,102,291,86,10,9123,8771,32,48,250,4,0,0,174,0,0,145,9345,8876,108,28,244,28,0,6633,6391,72,31,100,40,8,0,0,6877,6744,29,30,60,12,0,0,30,0,0,0,0,7300,6791,145,72,183,46,9,7300,6791,145,40,142,0,3,160,6902,6778,14,30,80,4,0,0,0,0,0,6938,6732,100,10,64,30,0,0,60,0,0,6820,6440,191,75,86,29,0,14,76,8,0,6212,4095,2052,5981,3868,2113,6293,4427,1565,5568,547,1103,5562,3888,1485,6353,4399,1699,6860,5297,1436,6891,4424,2118
124,124,8639,8234,108,72,192,48,4,0,0,8661,8064,104,95,418,40,0,0,0,8788,8054,170,97,269,99,5,8867,8343,97,79,293,53,0,3,215,34,0,173,9484,8733,342,82,266,58,0,6615,6381,60,38,109,38,3,0,0,7094,6812,57,17,180,8,0,2,145,4,0,30,0,7178,6670,112,63,182,77,4,7178,6670,112,36,152,17,2,176,7286,7026,47,24,153,13,0,0,0,0,0,7753,7327,203,40,124,24,0,0,124,4,0,8204,7793,176,13,181,33,0,0,113,13,0,5560,3184,2294,5308,2927,2381,5014,2758,1952,4610,437,1441,4607,2442,1951,5377,2926,2218,6033,3809,2080,6023,3046,2704
125,125,6641,6183,82,73,287,39,6,0,0,7307,6467,200,73,561,43,21,0,0,9215,7778,188,342,712,125,5,7699,7130,83,105,330,41,19,25,276,0,0,189,8746,7913,414,29,259,15,0,5058,4763,51,36,178,24,2,0,0,5432,5135,65,27,137,42,0,2,117,0,0,21,0,7582,6601,138,222,475,93,3,7582,6601,138,173,438,22,2,186,5995,5753,75,23,89,34,0,0,0,0,0,7198,6886,210,21,75,12,0,9,70,0,0,7708,7480,150,19,48,13,0,7,34,12,0,4338,2479,1790,4154,2292,1862,5271,2897,2054,4839,458,1509,4838,2560,2050,5655,3075,2330,6308,3989,2173,6325,3189,2842
126,126,7711,7212,94,109,256,59,8,0,0,7640,7008,91,24,473,68,9,0,0,8836,7846,131,190,447,129,8,8083,7247,93,228,375,160,0,76,338,124,0,203,8775,7736,75,278,313,154,0,5927,5613,60,57,164,41,5,0,0,5701,5344,40,8,237,70,0,0,202,50,0,9,0,6876,6235,80,90,304,90,6,6876,6235,80,66,263,5,1,209,6372,5763,47,208,186,161,0,0,0,0,0,6991,6358,41,248,182,151,0,131,175,100,0,7335,6609,54,451,118,75,0,246,90,11,0,4076,2475,1529,4209,2505,1704,4705,2503,1872,4132,423,1301,4134,2176,1743,4987,2697,2032,5650,3564,1943,5651,2871,2456
127,127,7575,6896,134,246,230,87,21,0,0,8801,8126,148,186,201,127,0,0,0,9231,7627,274,724,380,156,12,8373,7825,82,57,321,93,135,57,139,23,0,228,8683,7456,228,128,515,135,145,6011,5614,76,111,153,63,10,0,0,7319,6749,145,160,156,103,0,60,116,35,0,0,0,7450,6381,189,431,274,122,9,7450,6381,189,390,219,29,0,222,6968,6669,79,55,115,69,0,0,0,0,0,7171,6671,120,75,206,95,0,59,177,20,0,7085,6478,148,249,128,82,4,222,118,0,4,3722,2375,1268,3654,2358,1296,4107,2350,1452,3557,575,891,3537,2129,1196,4419,2558,1573,5096,3325,1625,5097,2704,1987
128,128,8512,7785,173,288,212,77,11,0,0,8786,7489,133,1042,69,35,0,0,0,9406,7565,246,975,376,166,11,8935,7550,205,945,41,32,0,820,41,32,0,125,9599,7973,157,971,185,25,0,6707,6250,106,141,150,60,8,0,0,6545,6205,50,215,40,20,0,125,40,20,0,15,0,7649,6447,167,558,269,145,11,7649,6447,167,497,228,20,2,264,6640,6225,165,185,30,30,0,0,0,0,0,7365,6725,155,310,150,24,0,280,150,0,0,7388,6772,208,271,104,33,0,201,86,0,0,4379,2774,1531,4182,2698,1484,4900,2694,1854,4276,621,1139,4275,2458,1602,4828,2746,1793,5205,3392,1662,5186,2752,2025
129,129,8274,7864,109,99,171,56,5,0,0,8832,8406,177,42,203,8,0,0,0,8725,7690,238,341,240,178,12,8843,8390,152,135,140,0,0,4,75,0,0,222,9206,8430,168,266,163,44,0,6442,6192,59,47,119,42,4,0,0,6964,6726,137,35,60,10,0,4,30,0,0,0,0,7075,6356,162,219,168,131,11,7075,6356,162,162,122,22,2,240,7177,6888,119,122,57,0,0,0,0,0,0,7497,7135,97,143,75,43,0,80,42,0,0,7562,7103,184,182,85,51,0,75,50,4,0,4290,2768,1452,4376,2778,1598,4625,2597,1732,3884,465,1074,3903,2242,1435,4790,2657,1875,5468,3374,1924,5459,2742,2378
130,130,7573,7168,101,94,162,55,5,0,0,8250,7714,77,372,78,8,0,0,0,8715,7928,178,156,224,141,5,8419,7464,89,364,496,5,0,136,78,5,0,646,8607,7534,151,277,503,46,0,5983,5727,58,48,109,43,3,0,0,6525,6309,60,105,35,10,0,60,0,5,0,0,0,7229,6647,131,107,152,122,4,7229,6647,131,67,128,18,0,213,6377,6031,53,90,180,10,0,0,0,0,0,6925,6383,77,139,271,50,0,114,75,0,0,6703,5919,147,272,305,52,0,74,50,0,0,4242,2753,1414,4136,2624,1512,4510,2582,1665,3920,392,1114,3933,2272,1463,4774,2657,1870,5444,3364,1929,5449,2741,2370
131,131,8624,8201,147,104,108,88,2,0,0,8862,8346,79,54,56,357,10,0,0,8960,8218,200,135,187,151,16,8952,8021,74,78,57,741,7,34,42,534,0,247,9040,8388,201,52,92,303,8,7394,7090,101,74,77,65,1,0,0,8025,7640,85,10,45,235,0,0,35,150,0,10,0,8023,7493,133,94,131,108,11,8023,7493,133,57,109,20,5,175,7890,7255,74,49,50,440,0,0,0,0,0,8175,7665,184,28,85,203,0,4,70,70,0,8297,7595,302,95,101,231,0,51,88,61,0,5307,3384,1817,5072,3268,1804,5468,3003,2151,4692,541,1350,4676,2619,1771,5601,3042,2261,6263,3748,2374,6258,3120,2771
132,132,8643,7989,173,180,182,146,3,0,0,8696,7549,171,633,369,21,0,0,0,9432,8075,305,445,278,297,9,9086,7917,118,570,385,129,0,494,376,0,0,181,9482,9055,29,161,152,76,0,6872,6436,118,103,126,114,2,0,0,6586,6062,105,242,162,17,0,232,142,0,0,6,0,7693,6737,194,277,216,240,8,7693,6737,194,213,141,55,3,319,7342,6734,81,231,165,134,0,0,0,0,0,7837,7492,39,90,141,79,0,93,95,4,0,7775,7394,75,118,96,101,5,89,36,5,5,3869,2708,1070,3828,2621,1207,4195,2324,1558,3415,473,920,3385,1921,1260,4151,2318,1559,4666,2961,1553,4659,2393,1889
133,133,9130,8633,136,117,168,96,8,0,0,9806,8939,290,272,375,39,22,0,0,9379,8348,239,306,264,176,7,9064,8029,529,391,268,43,73,12,168,0,0,325,9065,7838,568,402,308,43,54,7298,6968,90,65,117,64,7,0,0,8031,7533,210,55,197,16,0,53,197,0,0,23,0,7842,7114,166,175,201,149,5,7842,7114,166,127,170,26,1,225,7530,6913,338,108,125,20,0,0,0,0,0,7585,6804,396,145,184,32,0,97,185,0,0,7356,6717,348,104,105,55,0,68,69,0,0,4554,3065,1391,4264,2857,1407,4173,2309,1557,3385,468,907,3359,1905,1252,4136,2310,1557,4645,2956,1546,4638,2380,1881
134,134,9167,8831,95,52,136,54,5,0,0,8634,8306,51,59,158,57,6,0,0,9437,8850,118,115,138,117,6,9302,8832,39,82,233,38,5,4,221,34,5,138,9838,9300,76,68,127,172,0,7728,7472,67,38,100,43,4,0,0,7414,7186,45,48,75,50,4,10,55,40,4,0,0,8329,7928,82,78,96,86,4,8329,7928,82,46,83,12,3,132,7810,7578,34,64,76,39,4,0,0,0,0,8461,8187,49,48,104,80,0,4,89,8,0,8858,8457,35,119,202,57,0,69,152,0,0,5402,3336,1965,5462,3340,2122,5401,3054,2012,4796,540,1401,4759,2719,1811,5540,3152,2132,6105,3955,2027,6125,3231,2582
135,135,8609,8279,89,57,107,78,9,0,0,9339,8893,186,28,159,70,0,0,0,9456,8794,159,67,206,141,6,9196,8791,87,34,179,62,0,6,166,20,0,83,9255,8752,298,29,88,35,0,6831,6647,53,28,59,52,5,0,0,7669,7394,53,20,125,70,0,0,115,35,0,0,0,7710,7267,93,37,141,106,5,7710,7267,93,20,111,13,1,177,7240,6986,34,30,133,64,0,0,0,0,0,7185,6940,105,25,71,33,0,0,56,19,0,7433,7143,60,48,154,18,0,0,141,13,0,5709,3429,2189,5238,3048,2190,6059,3493,2174,5406,603,1582,5371,3127,1988,6208,3567,2349,6806,4446,2204,6822,3596,2873
136,136,8556,8305,67,64,54,72,4,0,0,8957,8757,70,28,39,62,0,0,0,8860,8233,115,118,81,215,5,9498,9292,83,28,22,77,0,28,22,12,0,62,9299,8803,132,145,36,88,0,6601,6431,43,41,36,58,2,0,0,7177,7039,48,15,23,56,0,15,23,15,0,0,0,7273,6828,62,81,69,165,4,7273,6828,62,52,52,19,1,238,7753,7581,68,20,14,71,0,0,0,0,0,7634,7410,94,45,7,73,0,35,7,4,0,7551,7330,31,54,23,125,0,39,23,14,0,4482,2463,1910,4347,2409,1938,4801,1938,2509,3978,353,1612,3945,1650,2032,4843,1923,2629,5455,2476,2807,5454,1929,3191
137,137,8519,8237,51,77,87,88,3,0,0,9312,8862,189,164,51,166,10,0,0,9265,8589,141,89,125,185,0,9667,8675,175,201,76,136,0,65,31,0,0,719,9968,8767,181,118,160,26,8,6620,6447,28,37,54,59,2,0,0,7339,7052,100,37,22,114,0,37,22,0,0,10,0,7513,7029,83,59,96,138,0,7513,7029,83,44,72,18,0,247,7916,7607,94,70,32,112,0,0,0,0,0,8151,7896,95,85,85,0,0,85,29,0,0,8098,7911,52,53,96,0,0,54,9,0,0,4948,2675,2164,4498,2429,2069,5205,2078,2744,4495,344,1875,4485,1711,2573,5292,2065,2944,5828,2644,2988,5827,2096,3359
138,138,8912,8605,82,57,61,104,8,0,0,8722,8499,93,47,19,88,0,0,0,9256,8598,99,86,90,261,10,8584,7975,87,57,15,44,0,21,5,1,0,497,9007,7973,90,84,59,84,7,6858,6684,41,25,36,67,4,0,0,6971,6828,59,23,3,55,0,13,3,35,0,0,0,7376,6918,72,51,46,190,9,7376,6918,72,27,29,25,5,273,7174,7073,70,14,3,17,0,0,0,0,0,7549,7299,70,64,20,88,0,4,11,54,0,7753,7553,36,40,39,65,0,25,0,29,0,4659,2488,2056,4492,2386,2106,5018,1895,2726,4226,345,1834,4212,1572,2440,5064,1866,2916,5658,2379,3082,5685,1890,3414
139,139,8683,8410,83,57,53,97,4,0,0,9115,8625,98,138,77,157,0,0,0,9071,8396,160,88,78,248,4,8343,7958,74,162,58,29,0,121,13,0,0,168,8614,7998,130,191,63,111,0,6574,6405,43,16,30,66,1,0,0,6956,6644,67,110,14,114,0,95,4,10,0,0,0,7121,6660,98,37,57,189,1,7121,6660,98,17,29,43,0,255,6227,5984,62,130,8,29,0,0,0,0,0,6459,6052,120,133,36,86,0,95,11,4,0,6921,6613,56,24,76,132,0,0,8,5,0,4347,2373,1880,4022,2171,1851,4638,1732,2528,3721,348,1583,3734,1463,2012,4649,1751,2579,5254,2266,2795,5246,1783,3049
140,140,8594,8272,68,73,85,100,1,0,0,8687,8460,70,17,110,30,0,0,0,8988,8384,111,72,101,226,2,8855,8669,61,8,63,36,0,4,53,26,0,42,9204,8819,38,4,99,91,6,6529,6344,37,36,46,67,1,0,0,6752,6622,55,0,45,30,0,0,45,30,0,0,0,7263,6853,64,32,67,162,2,7263,6853,64,15,54,33,0,226,7063,6954,40,0,30,32,0,0,0,0,0,7454,7345,25,0,4,86,4,0,4,0,4,7421,7210,24,0,76,110,10,0,23,8,10,4614,2622,1906,4684,2620,2064,5161,2142,2613,4295,440,1750,4272,1752,2250,5259,2123,2830,5929,2766,2989,5929,2147,3421
141,141,8627,8199,115,79,139,103,4,0,0,8519,8168,94,59,76,99,13,0,0,8997,8332,149,139,111,207,5,8195,7976,80,68,39,17,0,23,38,14,0,49,8527,8057,153,68,24,77,0,6684,6435,68,36,82,75,3,0,0,6630,6390,73,31,59,93,0,12,56,65,0,0,0,7330,6843,114,77,75,175,1,7330,6843,114,49,44,20,0,243,6347,6212,60,30,25,24,0,0,0,0,0,6544,6374,98,29,3,39,0,20,3,0,0,6964,6745,102,17,13,34,14,13,10,4,14,4381,2521,1743,4197,2340,1857,4600,1803,2427,3532,343,1465,3589,1481,1862,4462,1714,2470,5023,2203,2673,5004,1696,2983
142,142,8142,7573,131,119,210,139,2,0,0,8822,7944,168,314,211,227,0,0,0,8800,7834,213,227,213,233,3,9346,8660,230,214,198,45,0,94,179,14,0,171,9233,8098,366,224,187,245,0,6264,5897,78,57,148,101,1,0,0,6473,5816,131,224,121,213,0,93,102,85,0,0,0,6844,6199,132,127,146,172,3,6844,6199,132,86,119,33,2,260,6659,6237,144,126,143,40,0,0,0,0,0,6622,6092,250,119,70,122,0,63,54,10,0,6667,6188,188,87,83,109,0,36,65,6,0,3686,2278,1322,3604,2172,1432,3676,1662,1691,2615,329,920,2611,1243,1182,3683,1684,1734,4382,2258,1976,4394,1846,2197
143,143,8219,7738,127,78,220,89,0,0,0,7849,7259,129,60,303,97,5,0,0,8754,7803,157,187,271,213,8,7953,7534,100,51,212,56,12,33,133,10,0,142,8722,7864,60,197,367,102,0,6417,6094,77,36,155,67,0,0,0,6292,5884,70,39,188,92,0,35,176,10,0,4,0,7035,6344,108,107,217,170,7,7035,6344,108,85,185,22,0,276,6524,6186,54,33,154,56,0,0,0,0,0,6964,6344,40,161,327,79,0,157,248,0,0,7653,6875,115,117,456,104,0,117,355,0,0,4014,2392,1530,3720,2241,1479,4167,1846,2013,3169,367,1193,3142,1394,1548,3918,1627,2042,4369,2067,2157,4321,1542,2489
144,144,8478,8170,91,55,94,66,3,0,0,8863,8502,141,19,65,106,49,0,0,9140,8548,119,69,108,212,13,8928,8637,106,0,27,127,31,0,27,0,0,158,9170,8564,9,91,127,123,30,6451,6264,51,28,59,48,2,0,0,7105,6750,145,0,45,105,0,0,45,0,0,60,0,7257,6835,75,34,80,165,11,7257,6835,75,16,48,20,4,239,7145,6860,104,0,25,125,0,0,0,0,0,7120,6830,10,90,75,83,0,0,60,0,0,7368,7016,124,84,71,73,0,0,63,0,0,4273,2134,2041,4187,2032,2155,4643,1494,2771,3554,330,1680,3518,1235,2057,4534,1494,2787,5194,1903,3115,5177,1529,3349
145,145,7755,7485,90,61,58,74,2,0,0,8489,7843,334,118,196,15,0,0,0,9193,8613,142,114,140,119,11,8693,7854,376,228,210,38,0,217,153,1,0,94,9344,8331,259,255,317,52,6,6262,6079,48,39,44,54,2,0,0,6738,6540,85,15,85,16,0,15,75,0,0,0,0,7586,7210,89,83,71,89,4,7586,7210,89,52,52,4,1,167,6681,6439,85,39,90,28,0,0,0,0,0,7252,6934,79,54,135,18,0,54,73,4,0,7521,7111,74,255,48,19,0,251,39,8,0,4677,2644,1953,4630,2547,2083,5333,2681,2287,4781,591,1688,4779,2431,2073,5734,2850,2624,6533,3670,2713,6525,2931,3321
146,146,7334,7034,89,58,102,59,3,0,0,8702,8549,62,18,58,13,0,0,0,8814,8211,179,95,144,105,13,7856,7685,47,30,95,15,0,0,53,5,0,64,8400,7935,56,169,176,41,3,5954,5766,59,30,66,43,2,0,0,7096,6984,64,0,42,13,0,0,38,4,0,0,0,7410,6967,131,80,103,73,9,7410,6967,131,47,65,10,0,165,6406,6278,45,0,74,9,0,0,0,0,0,7007,6722,56,74,149,39,0,70,127,4,0,7236,6771,228,169,65,20,0,156,55,9,0,5223,3150,1984,4868,2849,2019,5389,3046,2031,4828,686,1432,4790,2770,1763,5593,3173,2190,6195,3885,2191,6204,3246,2722
147,147,7921,7680,75,46,80,39,3,0,0,7275,7040,37,62,103,38,0,0,0,8607,8074,149,79,139,97,5,8252,8079,38,2,100,0,0,0,37,0,0,89,8611,8251,34,158,63,119,0,6400,6246,50,27,51,31,3,0,0,6006,5866,35,69,15,40,0,45,15,20,0,0,0,7439,7037,103,58,103,79,4,7439,7037,103,22,70,4,0,185,6503,6433,30,4,40,0,0,0,0,0,0,6826,6684,13,40,44,0,0,0,4,0,0,6929,6771,16,17,53,19,20,0,14,0,20,5479,3279,2110,5518,3194,2324,5468,3116,2047,4858,670,1418,4805,2812,1717,5545,3203,2111,6105,3879,2109,6109,3291,2583
148,148,8599,8218,110,84,118,81,5,0,0,9267,8887,111,18,104,127,63,0,0,9455,8687,163,129,209,163,9,9323,9089,120,10,93,0,31,6,28,0,11,70,9546,8923,236,57,226,0,71,6466,6239,55,39,78,55,2,0,0,7138,6936,71,18,48,55,20,6,18,0,20,0,0,7287,6775,94,76,144,113,4,7287,6775,94,44,111,8,3,222,6958,6793,108,24,45,0,10,0,0,0,0,7189,6802,165,49,163,0,20,45,123,0,20,7624,7332,109,48,115,9,0,34,115,0,0,4440,2277,2088,4298,2105,2193,4777,1906,2521,3742,521,1570,3692,1602,1863,4688,1939,2492,5346,2467,2706,5322,2025,2993
149,149,8919,8610,92,54,97,63,7,0,0,9084,8291,229,212,274,209,0,0,0,9424,8673,152,124,150,201,9,9044,8210,262,177,221,250,0,84,91,177,0,211,9497,8683,201,78,188,169,0,6658,6459,58,32,54,48,7,0,0,6799,6334,149,105,133,30,0,79,118,30,0,50,0,7303,6813,108,73,87,136,7,7303,6813,108,43,60,13,1,251,6838,6302,199,78,123,50,0,0,0,0,0,7067,6698,136,64,87,60,0,10,37,25,0,6821,6582,75,71,56,34,0,0,18,0,0,5106,2875,2139,4963,2778,2185,5301,2612,2282,4232,679,1486,4223,2188,1787,5253,2614,2353,5908,3246,2476,5898,2704,2871
150,150,8340,8038,94,78,80,64,7,0,0,8726,8200,273,95,175,21,0,0,0,8915,8175,184,123,144,166,19,9039,8369,379,118,174,0,0,53,63,0,0,145,8994,7915,426,128,246,217,0,6460,6281,53,39,40,48,3,0,0,6877,6541,191,49,92,5,0,43,52,5,0,0,0,7309,6821,111,60,81,120,3,7309,6821,111,40,55,15,0,239,7312,6903,266,55,90,0,0,0,0,0,0,7429,6889,285,59,100,90,0,52,75,45,0,7799,7384,183,78,49,109,0,76,21,58,0,5113,2990,2050,5146,2971,2175,5475,2969,2154,4717,826,1460,4658,2655,1749,5531,3058,2208,6149,3736,2267,6137,3162,2656
151,151,8878,8363,236,107,118,61,13,0,0,9093,8142,349,209,286,133,14,0,0,9388,8263,398,244,196,177,38,9182,8061,345,316,321,124,11,278,241,105,11,138,9429,8517,266,319,214,156,0,7285,6938,149,73,82,51,10,0,0,7741,7064,197,105,220,100,15,50,205,85,15,35,0,7929,7139,270,153,125,125,23,7929,7139,270,109,90,10,13,261,7887,7077,216,252,220,125,10,0,0,0,0,8265,7606,149,215,185,108,0,182,145,24,0,8170,7532,194,129,234,66,0,131,133,8,0,5031,3259,1707,5070,3285,1785,5239,3266,1630,4624,907,1120,4509,2969,1288,5373,3413,1682,6026,4163,1689,6009,3566,2116
