"people_id","person_hash","state_id","party","legislator_name","first_name","middle_name","last_name","suffix","nickname","ftm_eid","votesmart_id","opensecrets_id","knowwho_pid","ballotpedia","bioguide_id","bio","district_number","chamber","session_id","termination_date","member_id","leg_party_loyalty","leg_party_independence","leg_n_votes_denom_loyalty","leg_n_votes_party_line_partisan","leg_n_votes_party_line_bipartisan","leg_n_votes_cross_party","leg_n_votes_absent_nv","leg_n_votes_independent","leg_n_votes_other","leg_n_votes_missing","setting_party_loyalty","rank_independent_all","rank_independent_R","rank_independent_D","rank_partisan_leg_R","rank_partisan_leg_D"
1679,"jas53eh2",9,"R","Charles McBurney","Charles","","McBurney","","",126625,53808,"",259112,"http://ballotpedia.org/Charles_McBurney",NA,NA,16,"House",1179,NA,NA,0.985270049099836,0.00290791599353796,611,602,2404,9,71,9,0,0,"partisan_cross",224,100,NA,101,NA
1680,"v7v6osny",9,"R","Seth McKeel","Seth","D.","McKeel","","",12998667,68133,"",248544,"http://ballotpedia.org/Seth_McKeel",NA,NA,40,"House",1110,NA,NA,0.995283018867924,0.000874890638670166,424,422,1468,2,392,2,0,0,"partisan_cross",310,183,NA,44,NA
1681,"o09xw8yt",9,"R","Dave Murzin","Dave","","Murzin","","",1612244,31097,"",211832,"http://ballotpedia.org/Dave_Murzin",NA,NA,2,"House",35,NA,NA,0.979381443298969,0.00650759219088937,97,95,340,2,21,3,0,0,"partisan_cross",139,38,NA,123,NA
1682,"3gh6am8u",9,"R","Peter Nehr","Peter","F.","Nehr","","",12998705,68103,"",248528,"http://ballotpedia.org/Peter_Nehr",NA,NA,48,"House",288,NA,NA,0.976401179941003,0.00069060773480663,339,331,1094,8,14,1,0,0,"partisan_cross",322,195,NA,137,NA
1683,"w4slp7uy",9,"R","Bryan Nelson","Bryan","","Nelson","","",68456,68088,"",249066,"http://ballotpedia.org/Bryan_Nelson_(Florida)",NA,NA,31,"House",1110,NA,NA,0.982905982905983,0.0026246719160105,468,460,1782,8,30,6,0,0,"partisan_cross",238,113,NA,112,NA
1684,"0509i5jx",9,"R","Marlene O'Toole","H. Marlene","","O'Toole","","",70294,107748,"",268970,"http://ballotpedia.org/H._Marlene_O%27Toole",NA,NA,33,"House",1179,NA,NA,0.984822934232715,0.00387722132471729,593,584,2381,9,109,12,0,0,"partisan_cross",203,83,NA,105,NA
1685,"3n4tlbr3",9,"D","Mark Pafford","Mark","S.","Pafford","","",694047,31312,"",269015,"http://ballotpedia.org/Mark_Pafford",NA,NA,86,"House",1179,NA,NA,0.98858075040783,0.0736672051696284,613,606,2218,7,31,228,5,0,"partisan_cross",2,NA,1,NA,1
1686,"rbizbldr",9,"R","Jimmy Patronis","Jimmy","Theo","Patronis","Jr.","",66782,67909,"",248520,"http://ballotpedia.org/Jimmy_Patronis",NA,NA,6,"House",1110,NA,NA,0.989010989010989,0.00218722659667542,455,450,1751,5,75,5,0,0,"partisan_cross",262,135,NA,85,NA
1687,"9o75j0es",9,"R","Pat Patterson","Pat","","Patterson","","",1373872,17428,"",193537,"http://ballotpedia.org/Pat_Patterson",NA,NA,26,"House",35,NA,NA,0.948979591836735,0.00433839479392625,98,93,359,5,2,2,0,0,"partisan_cross",181,68,NA,200,NA
1688,"auoofu4j",9,"R","Scott Plakon","Scott","","Plakon","","",740530,107739,"",268963,"http://ballotpedia.org/Scott_Plakon","",NA,36,"House",2042,NA,4871,0.989065606361829,0.00423260949576739,1006,995,4142,11,262,23,1,0,"partisan_cross",190,75,NA,84,NA
1689,"uomx5jef",9,"R","Juan-carlos Planas","Juan-carlos","","Planas","","J C",12999058,31201,"",211820,"http://ballotpedia.org/Juan-Carlos_Planas",NA,NA,115,"House",35,NA,NA,0.769230769230769,0.0108459869848156,78,60,304,18,73,5,1,0,"partisan_cross",89,17,NA,231,NA
1690,"sm9whppj",9,"R","Ralph Poppell","Ralph","","Poppell","","",841691,53790,"",211816,"http://ballotpedia.org/Ralph_Poppell",NA,NA,29,"House",35,NA,NA,0.989473684210526,0.00216919739696312,95,94,353,1,12,1,0,0,"partisan_cross",265,138,NA,81,NA
1691,"83kw33w1",9,"D","Ari Porth","Ari","Abraham","Porth","","",12998973,31082,"",227034,"http://ballotpedia.org/Ari_Abraham_Porth",NA,NA,96,"House",288,NA,NA,0.889908256880734,0.00414364640883978,327,291,1071,36,39,6,5,0,"partisan_cross",194,NA,117,NA,75
1692,"856i6h2a",9,"R","Stephen Precourt","Stephen","L.","Precourt","","",749868,68090,"",248526,"http://ballotpedia.org/Stephen_Precourt",NA,NA,44,"House",961,NA,NA,0.995203836930456,0.00266240681576145,417,415,1436,2,20,5,0,0,"partisan_cross",237,112,NA,45,NA
1693,"oy075jkz",9,"R","William Proctor","William","L.","Proctor","","Bill",6664302,81173,"",226967,"http://ballotpedia.org/William_Proctor",NA,NA,20,"House",288,NA,NA,0.979351032448378,0.00138121546961326,339,332,1089,7,18,2,0,0,"partisan_cross",293,166,NA,125,NA
1695,"hwsikc77",9,"D","Scott Randolph","Scott","Allen","Randolph","","",168591,66236,"",249659,"http://ballotpedia.org/Scott_Randolph",NA,NA,36,"House",288,NA,NA,0.942238267148014,0.0151933701657459,277,261,817,16,328,22,4,0,"partisan_cross",66,NA,56,NA,37
1696,"8sgvys96",9,"R","Lake Ray","Lake","","Ray","","",6677289,107680,"",268936,"http://ballotpedia.org/Lake_Ray",NA,NA,12,"House",1179,NA,NA,0.97682119205298,0.0061389337641357,604,590,2377,14,95,19,0,0,"partisan_cross",147,45,NA,134,NA
1697,"bdm1h6co",9,"R","Ron Reagan","Ron","","Reagan","","",12998803,53835,"",211817,"http://ballotpedia.org/Ron_Reagan",NA,NA,67,"House",35,NA,NA,0.979381443298969,0,97,95,360,2,4,0,0,0,"partisan_cross",356,229,NA,124,NA
1698,"djk69q4z",9,"D","Betty Reed","Betty","","Reed","","",387057,68129,"",248541,"http://ballotpedia.org/Betty_Reed",NA,NA,61,"House",1110,NA,NA,0.881548974943052,0.0139982502187227,439,387,1657,52,153,32,5,0,"partisan_cross",70,NA,59,NA,82
1699,"0wbmfsmo",9,"D","Michelle Rehwinkel Vasilinda","Michelle","","Rehwinkel Vasilinda","","",6493408,107645,"",268926,"http://ballotpedia.org/Michelle_Rehwinkel_Vasilinda",NA,NA,9,"House",1179,NA,NA,0.819012797074954,0.0287560581583199,547,448,2036,99,418,89,5,0,"partisan_cross",23,NA,20,NA,99
1700,"9d5crxl2",9,"R","Ronald Renuart","Ronald","J.","Renuart","","Doc",6677291,107686,"",268939,"http://ballotpedia.org/Ronald_Renuart",NA,NA,17,"House",1110,NA,NA,0.970464135021097,0.00470286447199658,474,460,1797,14,57,11,0,0,"partisan_cross",174,63,NA,162,NA
1701,"m1kx1bbi",9,"R","David Rivera","David","","Rivera","","",12999046,31234,"",0,"http://ballotpedia.org/David_Rivera_(Florida)",NA,NA,112,"House",35,NA,NA,0.964285714285714,0,84,81,292,3,85,0,0,0,"partisan_cross",361,234,NA,178,NA
1702,"vvrejy18",9,"R","Julio Robaina","Julio","","Robaina","","",1003594,31256,"",211829,"http://ballotpedia.org/Julio_Robaina",NA,NA,117,"House",35,NA,NA,0.557894736842105,0.00433839479392625,95,53,352,42,11,2,1,0,"partisan_cross",183,70,NA,234,NA
1703,"lwgr8qw2",9,"R","Kenneth Roberson","Kenneth","L.","Roberson","","Ken",6662148,30950,"",268994,"http://ballotpedia.org/Kenneth_Roberson",NA,NA,75,"House",1179,NA,NA,0.962479608482871,0.00258481421647819,613,590,2440,23,34,8,0,0,"partisan_cross",243,118,NA,181,NA
1704,"boz3g00h",9,"D","Yolly Roberson","Yolly","","Roberson","","",23709,30830,"",211849,"http://ballotpedia.org/Yolly_Roberson",NA,NA,104,"House",35,NA,NA,0.975308641975309,0.0195227765726681,81,79,334,2,36,9,1,0,"partisan_cross",46,NA,39,NA,10
1705,"t48wsvzi",9,"D","Hazelle Rogers","Hazelle","P.","Rogers","","Hazel",6493425,74226,"",269020,"http://ballotpedia.org/Hazelle_Rogers",NA,NA,95,"House",1179,NA,NA,0.927852348993289,0.0161550888529887,596,553,2366,43,78,50,5,0,"partisan_cross",62,NA,52,NA,49
1708,"jsblrhd5",9,"D","Franklin Sands","Franklin","","Sands","","",22632,31166,"",227037,"http://ballotpedia.org/Franklin_Sands",NA,NA,98,"House",288,NA,NA,0.936454849498328,0.00759668508287293,299,280,1040,19,93,11,5,0,"partisan_cross",122,NA,91,NA,43
1710,"9vnnqiio",9,"D","Ron Saunders","Ron","","Saunders","","",501441,31076,"",248588,"http://ballotpedia.org/Ron_Saunders",NA,NA,120,"House",1110,NA,NA,0.894088669950739,0.0133120340788072,406,363,1419,43,23,25,5,0,"partisan_cross",73,NA,62,NA,71
1711,"p18qq4ft",9,"R","Robert Schenck","Robert","C.","Schenck","","Rob",6666989,68097,"",249660,"http://ballotpedia.org/Robert_Schenck",NA,NA,35,"House",1110,NA,NA,0.989106753812636,0.00218722659667542,459,454,1736,5,86,5,0,0,"partisan_cross",260,133,NA,83,NA
1712,"q8xuuc6l",9,"R","Ron Schultz","Ron","","Schultz","","",12998680,82151,"",257768,"http://ballotpedia.org/Ron_Schultz",NA,NA,43,"House",35,NA,NA,0.865853658536585,0.00650759219088937,82,71,345,11,31,3,0,0,"partisan_cross",142,40,NA,227,NA
1713,"419k08v1",9,"D","Elaine Schwartz","Elaine","J.","Schwartz","","",12998991,108049,"",248579,"http://ballotpedia.org/Elaine_Schwartz",NA,NA,99,"House",1110,NA,NA,0.974654377880184,0.0446194225721785,434,423,1494,11,252,102,4,0,"partisan_cross",9,NA,6,NA,13
1714,"4sermeti",9,"D","Kelly Skidmore","Kelly","","Skidmore","","",30956,68159,"",200983,"http://ballotpedia.org/Kelly_Skidmore","","850-717-5092",92,"House",2220,NA,4786,0.908177905308465,0.0105552037154317,697,633,3726,64,254,50,10,0,"partisan_cross",90,NA,73,NA,63
1715,"huwrbxx7",9,"R","William Snyder","William","D.","Snyder","","",1442897,68048,"",248553,"http://ballotpedia.org/William_Snyder",NA,NA,82,"House",288,NA,NA,0.985163204747775,0.00345303867403315,337,332,978,5,128,5,0,0,"partisan_cross",211,87,NA,103,NA
1718,"9zl6c95y",9,"D","Richard Steinberg","Richard","L.","Steinberg","","",164002,74374,"",269027,"http://ballotpedia.org/Richard_Steinberg",NA,NA,106,"House",288,NA,NA,0.969230769230769,0.027681660899654,260,252,749,8,111,32,4,0,"partisan_cross",25,NA,22,NA,18
1719,"i7vw01ji",9,"D","Dwayne Taylor","Dwayne","L.","Taylor","","",6493499,73383,"",268952,"http://ballotpedia.org/Dwayne_Taylor",NA,NA,26,"House",1179,NA,NA,0.857142857142857,0.0168012924071082,595,510,2396,85,47,52,5,0,"partisan_cross",59,NA,50,NA,89
1721,"jva2nrfi",9,"R","Nicholas Thompson","Nicholas","R.","Thompson","","Nick",6667002,68149,"",248549,"http://ballotpedia.org/Nicholas_Thompson",NA,NA,73,"House",35,NA,NA,0.957446808510638,0,94,90,357,4,9,0,1,0,"partisan_cross",358,231,NA,190,NA
1723,"2chu5wgi",9,"R","John Tobia","John","Joseph","Tobia","","",901963,53739,"",268957,"http://ballotpedia.org/John_Tobia",NA,NA,53,"House",1179,NA,NA,0.961344537815126,0.0681744749596123,595,572,2183,23,106,211,0,0,"partisan_cross",3,2,NA,183,NA
1724,"3jhgogf9",9,"R","Baxter Troutman","Baxter","G.","Troutman","","",66848,31052,"",211813,"http://ballotpedia.org/Baxter_Troutman",NA,NA,66,"House",35,NA,NA,0.927083333333333,0.00216919739696312,96,89,325,7,38,1,1,0,"partisan_cross",263,136,NA,216,NA
1725,"6i2p0sf3",9,"R","Charles Van Zant","Charles","","Van Zant","","",531741,107699,"",268946,"http://ballotpedia.org/Charles_Van_Zant",NA,NA,19,"House",1179,NA,NA,0.945614035087719,0.0151857835218094,570,539,2204,31,273,47,1,0,"partisan_cross",68,11,NA,204,NA
1726,"rlsa4asv",9,"D","James Waldman","James","W.","Waldman","","Jim",788720,67579,"",249071,"http://ballotpedia.org/James_Waldman",NA,NA,96,"House",1110,NA,NA,0.873362445414847,0.0236220472440945,458,400,1714,58,55,54,5,0,"partisan_cross",35,NA,29,NA,85
1727,"onbcoci1",9,"R","Will Weatherford","Will","W.","Weatherford","","",6672830,69451,"",233216,"http://ballotpedia.org/Will_Weatherford",NA,NA,38,"House",1110,NA,NA,0.995689655172414,0.000874890638670166,464,462,1769,2,51,2,0,0,"partisan_cross",309,182,NA,39,NA
1728,"a46qjfhk",9,"R","Michael Weinstein","Michael","B.","Weinstein","","Mike",6677321,107690,"",268943,"http://ballotpedia.org/Michael_Weinstein_(Florida_representative_2008-2012)",NA,NA,19,"House",288,NA,NA,0.958702064896755,0.00069060773480663,339,325,1086,14,22,1,0,0,"partisan_cross",323,196,NA,188,NA
1729,"goyccjgx",9,"D","Alan Williams","Alan","B.","Williams","","",404401,107640,"",268924,"http://ballotpedia.org/Alan_Williams",NA,NA,8,"House",1179,NA,NA,0.886524822695035,0.00775444264943457,564,500,2280,64,222,24,5,0,"partisan_cross",118,NA,88,NA,79
1730,"wy20sxux",9,"R","Trudi Williams","Trudi","K.","Williams","","",12998855,31225,"",228515,"http://ballotpedia.org/Trudi_Williams",NA,NA,75,"House",288,NA,NA,0.965156794425087,0.00276243093922652,287,277,875,10,282,4,0,0,"partisan_cross",233,108,NA,177,NA
1731,"hgm75rr9",9,"R","John Wood","John","","Wood","","",6677324,107900,"",268988,"http://ballotpedia.org/John_Wood_(Florida)",NA,NA,41,"House",1179,NA,NA,0.973941368078176,0.0245557350565428,614,598,2385,16,20,76,0,0,"partisan_cross",32,6,NA,148,NA
1732,"p3k9104l",9,"R","Ritch Workman","Ritch","","Workman","","",6677325,107722,"",268956,"http://ballotpedia.org/Ritch_Workman",NA,NA,52,"House",1179,NA,NA,0.998333333333333,0.00226171243941842,600,599,2382,1,106,7,0,0,"partisan_cross",258,132,NA,24,NA
1733,"x5rsgd6g",9,"R","Juan Zapata","Juan","C.","Zapata","","",360919,31079,"",211831,"http://ballotpedia.org/Juan_Zapata",NA,NA,119,"House",35,NA,NA,0.823529411764706,0.00867678958785249,85,70,334,15,38,4,0,0,"partisan_cross",106,25,NA,230,NA
1735,"unj03eso",9,"R","Thad Altman","Thad","","Altman","","",12998606,53847,"",214563,"http://ballotpedia.org/Thad_Altman","",NA,32,"House",2105,NA,NA,0.958843159065628,0.00401884700665188,899,862,5495,37,792,29,1,0,"partisan_cross",197,79,NA,187,NA
1748,"8w2r67s1",9,"R","Mike Fasano","Mike","","Fasano","","",12998648,8098,"",211853,"http://ballotpedia.org/Mike_Fasano",NA,NA,36,"House",961,NA,NA,0.651933701657459,0.0163398692810458,181,118,1309,63,14,25,1,0,"partisan_cross",61,10,NA,233,NA
1775,"0at6ks1c",9,"D","Michael Scionti","Michael","","Scionti","","",6467638,67010,"",248539,"http://ballotpedia.org/Michael_Scionti",NA,NA,58,"House",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"partisan_cross",362,NA,128,NA,128
2775,"qku5kvko",9,"R","Matt Gaetz","Matt","","Gaetz","","",12998496,117101,"",286600,"http://ballotpedia.org/Matt_Gaetz",NA,NA,4,"House",1179,NA,NA,0.947080291970803,0.0591490833621584,548,519,2104,29,68,171,0,0,"partisan_cross",4,3,NA,201,NA
12359,"o2qm5mlh",9,"R","Larry Ahern","Larry","","Ahern","","",69210,117013,"",291080,"http://ballotpedia.org/Larry_Ahern",NA,NA,66,"House",1469,NA,NA,0.980797636632201,0.00545350172215844,677,664,2771,13,17,19,0,0,"partisan_cross",155,49,NA,119,NA
12364,"4303vkam",9,"R","Michael Bileca","Michael","","Bileca","","",476144,117033,"",289496,"http://ballotpedia.org/Michael_Bileca",NA,NA,115,"House",1469,NA,NA,0.978787878787879,0.00832376578645235,660,646,2692,14,103,29,0,0,"partisan_cross",111,27,NA,129,NA
12368,"ongeizy1",9,"R","Matthew Caldwell","Matthew","H.","Caldwell","","Matt",12998849,108173,"",269051,"http://ballotpedia.org/Matt_Caldwell_(Florida)",NA,NA,79,"House",1469,NA,NA,0.976011994002999,0.00430539609644087,667,651,2758,16,44,15,0,0,"partisan_cross",188,74,NA,140,NA
12371,"xd8aje6u",9,"R","Richard Corcoran","Richard","M.","Corcoran","","",490728,17353,"",253608,"http://ballotpedia.org/Richard_Corcoran_(Florida)",NA,NA,37,"House",1469,NA,NA,0.987915407854985,0.00488084984209015,662,654,2723,8,81,17,0,0,"partisan_cross",170,60,NA,92,NA
12372,"7a8wpbks",9,"R","Fredrick Costello","Fredrick","W.","Costello","","Fred",470197,74572,"",291050,"http://ballotpedia.org/Fred_Costello",NA,NA,25,"House",1179,NA,NA,0.957219251336898,0.00278396436525612,374,358,1367,16,50,5,0,0,"partisan_cross",229,105,NA,191,NA
12373,"2sl85mpv",9,"R","Daniel Davis","Daniel","","Davis","","",6697866,73893,"",312164,"http://ballotpedia.org/Daniel_Davis_(Florida)",NA,NA,15,"House",1110,NA,NA,0.975609756097561,0.00394632991318074,246,240,944,6,72,5,0,0,"partisan_cross",202,82,NA,143,NA
12374,"fnfg4i34",9,"R","Jose Diaz","Jose","Felix","Diaz","","",506055,117077,"",291139,"http://ballotpedia.org/Jose_Felix_Diaz",NA,NA,116,"House",1461,NA,NA,0.969034608378871,0.00258899676375405,549,532,2359,17,174,8,0,0,"partisan_cross",242,117,NA,167,NA
12375,"2s39pkcm",9,"D","Reggie Fullwood","Reggie","","Fullwood","","",1294382,67905,"",289443,"http://ballotpedia.org/Reggie_Fullwood",NA,NA,13,"House",1179,NA,NA,0.906183368869936,0.0155656795747912,469,425,1933,44,189,41,2,0,"partisan_cross",64,NA,54,NA,64
12377,"crr8dxmt",9,"R","Tom Goodson","Tom","","Goodson","","",71670,117111,"",291053,"http://ballotpedia.org/Tom_Goodson",NA,NA,51,"House",1469,NA,NA,0.902985074626866,0.00803673938002296,670,605,2739,65,47,28,0,0,"partisan_cross",116,30,NA,222,NA
12378,"4de9mscd",9,"R","James Grant","James","W.","Grant","","J.W.",646031,117113,"",291074,"http://ballotpedia.org/James_Grant",NA,NA,64,"House",1709,NA,NA,0.983448275862069,0.0057001239157373,725,713,3042,12,245,23,0,0,"partisan_cross",150,47,NA,111,NA
12380,"ara7x851",9,"R","Shawn Harrison","Shawn","","Harrison","","",6692835,117123,"",291093,"http://ballotpedia.org/Shawn_Harrison",NA,NA,63,"House",1469,NA,NA,0.955473098330241,0.00226757369614512,539,515,2053,24,48,6,0,0,"partisan_cross",257,131,NA,194,NA
12381,"63ikn52j",9,"R","Clay Ingram","Clay","","Ingram","","",513059,117136,"",291034,"http://ballotpedia.org/Clay_Ingram",NA,NA,1,"House",1469,NA,NA,0.994038748137109,0.00315729047072331,671,667,2764,4,38,11,0,0,"partisan_cross",221,97,NA,53,NA
12382,"xrt7bdd3",9,"D","John Julien","John","Patrick","Julien","","",872088,74506,"",289484,"http://ballotpedia.org/John_Patrick_Julien",NA,NA,104,"House",288,NA,NA,0.686192468619247,0.00810536980749747,239,164,730,75,6,8,4,0,"partisan_cross",115,NA,86,NA,119
12383,"a620wfh4",9,"R","Ana Logan","Ana","Rivas","Logan","","",6692993,117159,"",291137,"http://ballotpedia.org/Ana_Rivas_Logan",NA,NA,114,"House",288,NA,NA,0.98728813559322,0.00101317122593718,236,233,732,3,18,1,0,0,"partisan_cross",301,174,NA,96,NA
12384,"00o6956i",9,"R","Larry Metz","Larry","","Metz","","",507658,1174,"",291047,"http://ballotpedia.org/Larry_Metz",NA,NA,32,"House",1469,NA,NA,0.994100294985251,0.00315729047072331,678,674,2752,4,43,11,0,0,"partisan_cross",220,96,NA,51,NA
12385,"ze0axqba",9,"R","George Moraitis","George","R.","Moraitis","Jr.","",6692954,117189,"",289481,"http://ballotpedia.org/George_Moraitis",NA,NA,93,"House",1469,NA,NA,0.953313253012048,0.00545350172215844,664,633,2711,31,90,19,0,0,"partisan_cross",156,50,NA,197,NA
12386,"6fd7rhb2",9,"R","Jeanette Nunez","Jeanette","M.","Nunez","","",455031,117192,"",200934,"http://ballotpedia.org/Jeanette_Nu%C3%B1ez",NA,NA,119,"House",1469,NA,NA,0.973490427098675,0.00258323765786452,679,661,2776,18,20,9,0,0,"partisan_cross",245,120,NA,150,NA
12388,"c68w5ll3",9,"D","Steven Perman","Steven","M.","Perman","","Steve",664335,67601,"",289472,"http://ballotpedia.org/Steven_Perman",NA,NA,78,"House",288,NA,NA,0.915611814345992,0.0121580547112462,237,217,702,20,32,12,4,0,"partisan_cross",80,NA,67,NA,55
12390,"1iwp5q3x",9,"R","Raymond Pilon","Raymond","A.","Pilon","","Ray",6692879,117203,"",291103,"http://ballotpedia.org/Ray_Pilon",NA,NA,72,"House",1179,NA,NA,0.904854368932039,0.00531511009870919,515,466,2081,49,24,14,0,0,"partisan_cross",160,54,NA,221,NA
12391,"elovytfa",9,"R","Elizabeth Porter","Elizabeth","W.","Porter","","",68136,81448,"",268931,"http://ballotpedia.org/Elizabeth_Porter",NA,NA,10,"House",1469,NA,NA,0.985119047619048,0.00287026406429392,672,662,2702,10,100,10,0,0,"partisan_cross",225,101,NA,104,NA
12393,"2oj6kafw",9,"R","Patrick Rooney","Patrick","","Rooney","Jr.","Pat",6692911,117221,"",291110,"http://ballotpedia.org/Pat_Rooney",NA,NA,85,"House",1179,NA,NA,0.978131212723658,0,503,492,2054,11,77,0,0,0,"partisan_cross",345,218,NA,131,NA
12394,"yg9poauu",9,"D","Irving Slosberg","Irving","","Slosberg","","Irv",70342,53995,"",205904,"http://ballotpedia.org/Irving_Slosberg",NA,NA,91,"House",1179,NA,NA,0.967806841046278,0.0277145026575551,497,481,1934,16,126,73,4,0,"partisan_cross",24,NA,21,NA,21
12395,"lly08u0i",9,"R","Jimmie Smith","Jimmie","T.","Smith","","",658004,124242,"",308777,"http://ballotpedia.org/Jimmie_Todd_Smith",NA,NA,34,"House",1179,NA,NA,0.982692307692308,0.00455580865603645,520,511,2092,9,10,12,0,0,"partisan_cross",178,66,NA,115,NA
12396,"knoc8syz",9,"D","Cynthia Stafford","Cynthia","A.","Stafford","","",582547,108110,"",0,"http://ballotpedia.org/Cynthia_Stafford",NA,NA,109,"House",1469,NA,NA,0.968515742128936,0.0496555683122847,667,646,2613,21,26,173,5,0,"partisan_cross",6,NA,3,NA,19
12398,"93zfcp8k",9,"R","Carlos Trujillo","Carlos","","Trujillo","","",625356,117253,"",291144,"http://ballotpedia.org/Carlos_Trujillo_(Florida)",NA,NA,105,"House",1469,NA,NA,0.969230769230769,0.00832376578645235,650,630,2724,20,81,29,0,0,"partisan_cross",112,28,NA,164,NA
12469,"5oj6s5zs",9,"R","Bill Hager","Bill","","Hager","","",6692934,73114,"",291115,"http://ballotpedia.org/Bill_Hager",NA,NA,89,"House",1469,NA,NA,0.92914653784219,0.0246842709529277,621,577,2456,44,321,86,0,0,"partisan_cross",31,5,NA,213,NA
12736,"bopp2ewr",9,"D","Barbara Watson","Barbara","A.","Watson","","",6513478,128774,"",333339,"http://ballotpedia.org/Barbara_Watson_(Florida)",NA,NA,107,"House",1709,NA,NA,0.974842767295597,0.0431568907963758,795,775,3161,20,51,181,6,0,"partisan_cross",12,NA,9,NA,12
13713,"4a9lalmk",9,"R","Jose Oliva","Jose","R.","Oliva","","",6698851,130789,"",346569,"http://ballotpedia.org/Jose_Oliva",NA,NA,110,"House",1709,NA,NA,0.986587183308495,0.00292164674634794,671,662,3007,9,76,11,0,0,"partisan_cross",223,99,NA,97,NA
14048,"y3tompd6",9,"D","Dwight Dudley","Dwight","Richard","Dudley","","",13889105,142167,"",425575,"http://ballotpedia.org/Dwight_Dudley",NA,NA,68,"House",1179,NA,NA,0.821818181818182,0.0121432908318154,275,226,1341,49,11,20,0,0,"partisan_cross",81,NA,68,NA,98
14049,"y48znvmm",9,"D","Katie Edwards","Katie","A.","Edwards","","",6509233,117087,"",291151,"http://ballotpedia.org/Katie_Edwards-Walpole",NA,NA,98,"House",1469,NA,NA,0.683544303797468,0.00841009211053264,395,270,1819,125,261,21,1,0,"partisan_cross",109,NA,83,NA,120
14050,"5xjs7imt",9,"R","Holly Raschein","Holly","Merrill","Raschein","","",11029461,139319,"",333543,"http://ballotpedia.org/Holly_Merrill_Raschein",NA,NA,120,"House",1709,NA,NA,0.940540540540541,0.000935453695042095,555,522,2606,33,43,3,0,0,"partisan_cross",304,177,NA,206,NA
14051,"qrihwggy",9,"R","Ross Spano","Ross","","Spano","","",13889263,142164,"",425567,"http://ballotpedia.org/Ross_Spano",NA,NA,59,"House",1469,NA,NA,0.976744186046512,0.00240288346015218,430,420,2005,10,56,6,0,0,"partisan_cross",253,128,NA,135,NA
14200,"bwrossdf",9,"D","Dave Kerner","Dave","","Kerner","","",11029422,138138,"",396605,"http://ballotpedia.org/Dave_Kerner",NA,NA,87,"House",1179,NA,NA,0.858974358974359,0.0121432908318154,234,201,1187,33,206,20,0,0,"partisan_cross",82,NA,69,NA,87
14201,"nw36q22n",9,"D","Mark Danish","Mark","Alan","Danish","","",1847935,139312,"",425570,"http://ballotpedia.org/Mark_Alan_Danish",NA,NA,63,"House",1110,NA,NA,0.818897637795276,0.00596658711217184,127,104,669,23,37,5,0,0,"partisan_cross",148,NA,103,NA,100
14561,"djdsd0ol",9,"R","Travis Cummings","W. Travis","","Cummings","","",11029308,115094,"",425539,"http://ballotpedia.org/Travis_Cummings",NA,NA,18,"House",1709,NA,NA,0.987522281639929,0.00280636108512629,561,554,2575,7,62,9,0,0,"partisan_cross",227,103,NA,94,NA
14985,"td0cw0vd",9,"R","Jake Raburn","Jake","","Raburn","","",11029380,138173,"",396599,"http://ballotpedia.org/Jake_Raburn",NA,NA,57,"House",1469,NA,NA,0.98792270531401,0.00280336403684421,414,409,1937,5,139,7,0,0,"partisan_cross",228,104,NA,91,NA
15146,"rszugbjd",9,"R","Dave Hood","Dave","","Hood","","",6671917,65980,"",425546,"http://ballotpedia.org/Charles_David_Hood_Jr.",NA,NA,25,"House",1110,NA,NA,0.932773109243697,0.00596658711217184,119,111,596,8,118,5,0,0,"partisan_cross",149,46,NA,212,NA
15148,"c0k03jz0",9,"D","Sharon Pritchett","Sharon","","Pritchett","","",12999004,106970,"",388786,"http://ballotpedia.org/Sharon_Pritchett",NA,NA,102,"House",1709,NA,NA,0.947272727272727,0.0205799812909261,550,521,2549,29,40,66,2,0,"partisan_cross",42,NA,36,NA,33
15149,"b5o0izsd",9,"D","Richard Stark","Richard","Neil","Stark","","",11029441,138194,"",388568,"http://ballotpedia.org/Richard_Stark",NA,NA,104,"House",1709,NA,NA,0.88929219600726,0.0193327096975366,551,490,2491,61,101,62,2,0,"partisan_cross",47,NA,40,NA,77
15252,"pq9t4owq",9,"D","Larry Lee","Larry","","Lee","Jr.","",13889115,142175,"",425599,"http://ballotpedia.org/Larry_Lee,_Jr.",NA,NA,84,"House",1469,NA,NA,0.881395348837209,0.00680816980376452,430,379,2022,51,27,17,1,0,"partisan_cross",131,NA,97,NA,83
15253,"nwb4kyvx",9,"D","Kionne McGhee","Kionne","L.","McGhee","","",6509229,124305,"",388844,"http://ballotpedia.org/Kionne_McGhee",NA,NA,117,"House",1709,NA,NA,0.941391941391941,0.0364826941066417,546,514,2427,32,115,117,2,0,"partisan_cross",15,NA,12,NA,38
15620,"g74a99wo",9,"R","Heather Fitzenhagen","Heather","Dawes","Fitzenhagen","","",11029406,138118,"",396601,"http://ballotpedia.org/Heather_Fitzenhagen",NA,NA,78,"House",1709,NA,NA,0.945848375451264,0.00062363579669473,554,524,2596,30,55,2,0,0,"partisan_cross",328,201,NA,203,NA
