stateCode,year,nDistricts,planType,description,title,id,thumbnail,pendingCourtApproval,url
TN,2020,9,congress,TN 2020 Congressional,TN 2020 Congressional,5324d375-0bc2-4960-9f87-6b9aa8e39b0d,NA,NA,https://davesredistricting.org/maps#viewmap::5324d375-0bc2-4960-9f87-6b9aa8e39b0d
TN,2020,99,lower,TN 2020 State House,TN 2020 State House,e7c9e385-70d4-4fc2-9c84-5537bcab3488,NA,NA,https://davesredistricting.org/maps#viewmap::e7c9e385-70d4-4fc2-9c84-5537bcab3488
TN,2020,33,upper,TN 2020 State Senate,TN 2020 State Senate,0c73a0f5-005e-4de8-a189-885a0fbbe5b5,NA,NA,https://davesredistricting.org/maps#viewmap::0c73a0f5-005e-4de8-a189-885a0fbbe5b5
TN,2022,9,congress,TN 2022 Congressional,TN 2022 Congressional,9185d1ce-1556-46ab-9628-6749769d0262,NA,NA,https://davesredistricting.org/maps#viewmap::9185d1ce-1556-46ab-9628-6749769d0262
TN,2022,99,lower,TN 2022 State House,TN 2022 State House,c0ed8258-ce44-4eec-9736-2cc3b86a9d16,NA,NA,https://davesredistricting.org/maps#viewmap::c0ed8258-ce44-4eec-9736-2cc3b86a9d16
TN,2022,33,upper,TN 2022 State Senate,TN 2022 State Senate,62c62bed-a104-4afc-9286-9b3915b45f58,NA,NA,https://davesredistricting.org/maps#viewmap::62c62bed-a104-4afc-9286-9b3915b45f58
TX,115,36,congress,Districts for the 116th US Congress,TX 116th Congressional,c706c1de-408b-46b2-ac5b-498cf1f64058,6ecde762-3c69-4a0c-aabe-8e1193f6e841.png,NA,https://davesredistricting.org/maps#viewmap::c706c1de-408b-46b2-ac5b-498cf1f64058
TX,116,36,congress,Districts for the 116th US Congress,TX 116th Congressional,c706c1de-408b-46b2-ac5b-498cf1f64058,6ecde762-3c69-4a0c-aabe-8e1193f6e841.png,NA,https://davesredistricting.org/maps#viewmap::c706c1de-408b-46b2-ac5b-498cf1f64058
TX,2018,150,lower,Districts for the 2018 Lower State House,TX 2018 Lower State House,2c003259-5842-4a6f-b05c-2f5574b15705,43eae064-7e00-4eb9-a0e6-ed7068b88d25.png,NA,https://davesredistricting.org/maps#viewmap::2c003259-5842-4a6f-b05c-2f5574b15705
TX,2018,31,upper,Districts for the 2018 Upper State House,TX 2018 Upper State House,53df56e8-f151-4b26-88f0-7d5e255b9fac,289f0d55-90ff-4169-9cb4-36a01233bafb.png,NA,https://davesredistricting.org/maps#viewmap::53df56e8-f151-4b26-88f0-7d5e255b9fac
TX,2020,36,congress,TX 2020 Congressional,TX 2020 Congressional,19b1b774-7706-485b-a21a-896bbcbddbba,NA,NA,https://davesredistricting.org/maps#viewmap::19b1b774-7706-485b-a21a-896bbcbddbba
TX,2020,150,lower,TX 2020 State House,TX 2020 State House,d7ff882d-9e26-4958-aaf0-84726cfe22c9,NA,NA,https://davesredistricting.org/maps#viewmap::d7ff882d-9e26-4958-aaf0-84726cfe22c9
TX,2020,31,upper,TX 2020 State Senate,TX 2020 State Senate,2058bfdd-689b-4d8b-9e75-52dc536b66fd,NA,NA,https://davesredistricting.org/maps#viewmap::2058bfdd-689b-4d8b-9e75-52dc536b66fd
TX,2022,38,congress,TX 2022 Congressional,TX 2022 Congressional,1c2c1e0d-2fd1-43a8-a039-73e7023124d1,NA,NA,https://davesredistricting.org/maps#viewmap::1c2c1e0d-2fd1-43a8-a039-73e7023124d1
TX,2022,150,lower,TX 2022 State House,TX 2022 State House,e74af879-6ba8-4a5c-b946-0b9364aae40b,NA,NA,https://davesredistricting.org/maps#viewmap::e74af879-6ba8-4a5c-b946-0b9364aae40b
TX,2022,31,upper,TX 2022 State Senate,TX 2022 State Senate,94b33bee-887d-4170-b154-80aa55c8fe5b,NA,NA,https://davesredistricting.org/maps#viewmap::94b33bee-887d-4170-b154-80aa55c8fe5b
TX,2026,38,congress,TX 2026 Congressional,TX 2026 Congressional,1ea6b752-99fa-4bbb-8c4e-3110234ac5e6,NA,NA,https://davesredistricting.org/maps#viewmap::1ea6b752-99fa-4bbb-8c4e-3110234ac5e6
UT,115,4,congress,Districts for the 116th US Congress,UT 116th Congressional,4603c0e4-0e01-49cf-bc50-a02d5c60afff,a28e175e-82ca-42f7-a13f-33c26d971717.png,NA,https://davesredistricting.org/maps#viewmap::4603c0e4-0e01-49cf-bc50-a02d5c60afff
UT,116,4,congress,Districts for the 116th US Congress,UT 116th Congressional,4603c0e4-0e01-49cf-bc50-a02d5c60afff,a28e175e-82ca-42f7-a13f-33c26d971717.png,NA,https://davesredistricting.org/maps#viewmap::4603c0e4-0e01-49cf-bc50-a02d5c60afff
UT,2018,75,lower,Districts for the 2018 Lower State House,UT 2018 Lower State House,698dda4d-21fd-451c-aa85-8d6431b523bc,d78f362d-cf4e-4970-99a4-8a2a588b5520.png,NA,https://davesredistricting.org/maps#viewmap::698dda4d-21fd-451c-aa85-8d6431b523bc
UT,2018,29,upper,Districts for the 2018 Upper State House,UT 2018 Upper State House,86a37b77-8c22-4d94-a915-98d9617d4229,20b1b91c-dfaf-45c2-a8db-3f4237c7482d.png,NA,https://davesredistricting.org/maps#viewmap::86a37b77-8c22-4d94-a915-98d9617d4229
UT,2020,4,congress,UT 2020 Congressional,UT 2020 Congressional,34e5ac82-d619-4402-963a-9d1118f318f7,NA,NA,https://davesredistricting.org/maps#viewmap::34e5ac82-d619-4402-963a-9d1118f318f7
UT,2020,75,lower,UT 2020 State House,UT 2020 State House,6063bd3c-36d9-4506-906b-273165a9b739,NA,NA,https://davesredistricting.org/maps#viewmap::6063bd3c-36d9-4506-906b-273165a9b739
UT,2020,29,upper,UT 2020 State Senate,UT 2020 State Senate,d02d29a1-0927-448d-9f8a-1b50823844db,NA,NA,https://davesredistricting.org/maps#viewmap::d02d29a1-0927-448d-9f8a-1b50823844db
UT,2022,4,congress,UT 2022 Congressional,UT 2022 Congressional,b4d46a7e-4366-4f6c-ac54-ff6640d4e13f,NA,NA,https://davesredistricting.org/maps#viewmap::b4d46a7e-4366-4f6c-ac54-ff6640d4e13f
UT,2022,75,lower,UT 2022 State House,UT 2022 State House,927e8547-08f9-43e3-8abc-68a7faf89d71,NA,NA,https://davesredistricting.org/maps#viewmap::927e8547-08f9-43e3-8abc-68a7faf89d71
UT,2022,29,upper,UT 2022 State Senate,UT 2022 State Senate,cfd457c9-6d3e-496d-9377-4b68de384a57,NA,NA,https://davesredistricting.org/maps#viewmap::cfd457c9-6d3e-496d-9377-4b68de384a57
UT,2026,4,congress,UT 2026 Congressional,UT 2026 Congressional,6837b2c1-45d1-42e7-a66d-7f3f1aa1b0b1,NA,NA,https://davesredistricting.org/maps#viewmap::6837b2c1-45d1-42e7-a66d-7f3f1aa1b0b1
VA,115,11,congress,Districts for the 116th US Congress,VA 116th Congressional,5b68be53-e6bc-4c73-bc83-f91737056fda,893fc4ce-7d63-4e13-b17b-6c177f7e7bab.png,NA,https://davesredistricting.org/maps#viewmap::5b68be53-e6bc-4c73-bc83-f91737056fda
VA,116,11,congress,Districts for the 116th US Congress,VA 116th Congressional,5b68be53-e6bc-4c73-bc83-f91737056fda,893fc4ce-7d63-4e13-b17b-6c177f7e7bab.png,NA,https://davesredistricting.org/maps#viewmap::5b68be53-e6bc-4c73-bc83-f91737056fda
VA,2018,100,lower,Districts for the 2018 Lower State House,VA 2018 Lower State House,e3c011c1-df02-42a4-bb6e-1db1a137a734,909fe6c5-cebe-450e-8588-68d6498a5faa.png,NA,https://davesredistricting.org/maps#viewmap::e3c011c1-df02-42a4-bb6e-1db1a137a734
VA,2018,40,upper,Districts for the 2018 Upper State House,VA 2018 Upper State House,caa0ac18-8c6b-414f-a0bb-5f853eb98220,99f8b3a8-5737-443f-a815-4ca1f4e63509.png,NA,https://davesredistricting.org/maps#viewmap::caa0ac18-8c6b-414f-a0bb-5f853eb98220
VA,2020,11,congress,VA 2020 Congressional,VA 2020 Congressional,28033d62-2027-4661-95d0-557621f823e9,NA,NA,https://davesredistricting.org/maps#viewmap::28033d62-2027-4661-95d0-557621f823e9
VA,2020,100,lower,VA 2020 State House,VA 2020 State House,b3ec72b3-0825-4baf-adb9-024486acd234,NA,NA,https://davesredistricting.org/maps#viewmap::b3ec72b3-0825-4baf-adb9-024486acd234
VA,2020,40,upper,VA 2020 State Senate,VA 2020 State Senate,51e12bec-1f75-4a73-9cc3-975b959e293b,NA,NA,https://davesredistricting.org/maps#viewmap::51e12bec-1f75-4a73-9cc3-975b959e293b
VA,2022,11,congress,VA 2022 Congressional,VA 2022 Congressional,bc930c25-236f-46a7-bbe9-d8d77e21d011,NA,NA,https://davesredistricting.org/maps#viewmap::bc930c25-236f-46a7-bbe9-d8d77e21d011
VA,2022,100,lower,VA 2022 State House,VA 2022 State House,fa427b6b-e057-43e9-8000-9d1ae319870e,NA,NA,https://davesredistricting.org/maps#viewmap::fa427b6b-e057-43e9-8000-9d1ae319870e
VA,2022,40,upper,VA 2022 State Senate,VA 2022 State Senate,1b489a5a-f457-428d-b552-9ede8ceb9b99,NA,NA,https://davesredistricting.org/maps#viewmap::1b489a5a-f457-428d-b552-9ede8ceb9b99
VT,2018,104,lower,Districts for the 2018 Lower State House,VT 2018 Lower State House,48582d9b-ef19-49ef-90dc-229c6a38e808,431026e8-e96c-4399-9f24-a20fbc6f7e38.png,NA,https://davesredistricting.org/maps#viewmap::48582d9b-ef19-49ef-90dc-229c6a38e808
VT,2018,13,upper,Districts for the 2018 Upper State House,VT 2018 Upper State House,44092b13-bf69-4100-b17b-084cd468f40f,5b2f62f1-c005-4697-b219-10b89b697a45.png,NA,https://davesredistricting.org/maps#viewmap::44092b13-bf69-4100-b17b-084cd468f40f
VT,2020,104,lower,VT 2020 State House,VT 2020 State House,a1d50f6d-9296-43a9-ba86-1432b672a86a,NA,NA,https://davesredistricting.org/maps#viewmap::a1d50f6d-9296-43a9-ba86-1432b672a86a
VT,2020,13,upper,VT 2020 State Senate,VT 2020 State Senate,2826505f-ebf3-40dc-ab8b-099ecc3ff8e4,NA,NA,https://davesredistricting.org/maps#viewmap::2826505f-ebf3-40dc-ab8b-099ecc3ff8e4
VT,2022,104,lower,VT 2022 State House,VT 2022 State House,b627a7e1-8c66-4425-80f4-2f2958381ee0,NA,NA,https://davesredistricting.org/maps#viewmap::b627a7e1-8c66-4425-80f4-2f2958381ee0
VT,2022,13,upper,VT 2022 State Senate,VT 2022 State Senate,1cdffaa1-c558-45d1-83f3-8d1dd5f7f203,NA,NA,https://davesredistricting.org/maps#viewmap::1cdffaa1-c558-45d1-83f3-8d1dd5f7f203
WA,115,10,congress,Districts for the 116th US Congress,WA 116th Congressional,1ecd2316-a828-4da3-8fd6-52bfc6345df2,dcc3eea9-707f-47dd-9dac-c9592b693f2e.png,NA,https://davesredistricting.org/maps#viewmap::1ecd2316-a828-4da3-8fd6-52bfc6345df2
WA,116,10,congress,Districts for the 116th US Congress,WA 116th Congressional,1ecd2316-a828-4da3-8fd6-52bfc6345df2,dcc3eea9-707f-47dd-9dac-c9592b693f2e.png,NA,https://davesredistricting.org/maps#viewmap::1ecd2316-a828-4da3-8fd6-52bfc6345df2
WA,2018,49,lower,Districts for the 2018 Lower State House,WA 2018 Lower State House,333ad7d0-2466-422c-8fab-0b822b9ef158,dc9208f8-5792-4f15-bcc1-f2dc71899861.png,NA,https://davesredistricting.org/maps#viewmap::333ad7d0-2466-422c-8fab-0b822b9ef158
WA,2018,49,upper,Districts for the 2018 Lower State House,WA 2018 Lower State House,333ad7d0-2466-422c-8fab-0b822b9ef158,dc9208f8-5792-4f15-bcc1-f2dc71899861.png,NA,https://davesredistricting.org/maps#viewmap::333ad7d0-2466-422c-8fab-0b822b9ef158
WA,2020,10,congress,WA 2020 Congressional,WA 2020 Congressional,66454011-b7c9-4302-a075-0e1146d07d54,NA,NA,https://davesredistricting.org/maps#viewmap::66454011-b7c9-4302-a075-0e1146d07d54
WA,2020,49,upper,WA 2020 State Legislatures,WA 2020 State Legislatures,e68b6091-ab0b-4ff4-85ed-7ceb86d89053,NA,NA,https://davesredistricting.org/maps#viewmap::e68b6091-ab0b-4ff4-85ed-7ceb86d89053
WA,2022,10,congress,WA 2022 Congressional,WA 2022 Congressional,3dd8f07d-8f9b-4905-a155-573bdc084b06,NA,NA,https://davesredistricting.org/maps#viewmap::3dd8f07d-8f9b-4905-a155-573bdc084b06
WA,2022,49,upper,WA 2022 State Legislatures,WA 2022 State Legislatures,3e3c5f5c-3a83-4847-b1d8-5328fb3b9e31,NA,NA,https://davesredistricting.org/maps#viewmap::3e3c5f5c-3a83-4847-b1d8-5328fb3b9e31
WA,2024,49,upper,WA 2024 State Legislatures,WA 2024 State Legislatures,bab1e382-9bf0-4d3f-84df-7310e9b04184,NA,NA,https://davesredistricting.org/maps#viewmap::bab1e382-9bf0-4d3f-84df-7310e9b04184
WI,115,8,congress,Districts for the 116th US Congress,WI 116th Congressional,d604d323-9bba-4ab1-a794-2f32ff7932b0,2efc10ae-12d7-449e-8e52-145e329a5ae4.png,NA,https://davesredistricting.org/maps#viewmap::d604d323-9bba-4ab1-a794-2f32ff7932b0
WI,116,8,congress,Districts for the 116th US Congress,WI 116th Congressional,d604d323-9bba-4ab1-a794-2f32ff7932b0,2efc10ae-12d7-449e-8e52-145e329a5ae4.png,NA,https://davesredistricting.org/maps#viewmap::d604d323-9bba-4ab1-a794-2f32ff7932b0
WI,2018,99,lower,Districts for the 2018 Lower State House,WI 2018 Lower State House,eed28c2e-d221-4c13-bff4-ad2f0cd7a773,c5e19324-6797-49f3-b88c-11c3109b34a2.png,NA,https://davesredistricting.org/maps#viewmap::eed28c2e-d221-4c13-bff4-ad2f0cd7a773
WI,2018,33,upper,Districts for the 2018 Upper State House,WI 2018 Upper State House,75d8e83e-469c-4888-9fd4-c3d4df70802a,39d286b7-d164-409f-b66f-b2f775298440.png,NA,https://davesredistricting.org/maps#viewmap::75d8e83e-469c-4888-9fd4-c3d4df70802a
WI,2020,8,congress,WI 2020 Congressional,WI 2020 Congressional,7d07ec5b-34c7-42a4-bd43-cc076bf366d6,NA,NA,https://davesredistricting.org/maps#viewmap::7d07ec5b-34c7-42a4-bd43-cc076bf366d6
WI,2020,99,lower,WI 2020 State House,WI 2020 State House,a355b8c9-3876-46ac-95f6-02fe5cff742c,NA,NA,https://davesredistricting.org/maps#viewmap::a355b8c9-3876-46ac-95f6-02fe5cff742c
WI,2020,33,upper,WI 2020 State Senate,WI 2020 State Senate,a10ad20a-38fe-4b45-a33d-f6a7658ded24,NA,NA,https://davesredistricting.org/maps#viewmap::a10ad20a-38fe-4b45-a33d-f6a7658ded24
WI,2022,8,congress,WI 2022 Congressional,WI 2022 Congressional,aa64c8f5-837c-474f-819f-6eaa1094d776,NA,NA,https://davesredistricting.org/maps#viewmap::aa64c8f5-837c-474f-819f-6eaa1094d776
WI,2022,99,lower,WI 2022 State House,WI 2022 State House,6a8a362d-0c59-4d81-aea3-28cba004b502,NA,NA,https://davesredistricting.org/maps#viewmap::6a8a362d-0c59-4d81-aea3-28cba004b502
WI,2022,33,upper,WI 2022 State Senate,WI 2022 State Senate,cb8ed0b5-013f-4b1a-ba49-1b03445416c9,NA,NA,https://davesredistricting.org/maps#viewmap::cb8ed0b5-013f-4b1a-ba49-1b03445416c9
WI,2024,99,lower,WI 2024 State House,WI 2024 State House,c4f3821b-51c4-4f41-99d8-c4c9d67e116f,NA,NA,https://davesredistricting.org/maps#viewmap::c4f3821b-51c4-4f41-99d8-c4c9d67e116f
WI,2024,33,upper,WI 2024 State Senate,WI 2024 State Senate,1d0da539-5574-428f-8f96-6238b9509ea6,NA,NA,https://davesredistricting.org/maps#viewmap::1d0da539-5574-428f-8f96-6238b9509ea6
WV,115,3,congress,Districts for the 116th US Congress,WV 116th Congressional,c0cbb3ea-7c35-4bd3-be17-84a5626004e3,21a3e55a-0a4e-423b-9642-c3f20c6d3b44.png,NA,https://davesredistricting.org/maps#viewmap::c0cbb3ea-7c35-4bd3-be17-84a5626004e3
WV,116,3,congress,Districts for the 116th US Congress,WV 116th Congressional,c0cbb3ea-7c35-4bd3-be17-84a5626004e3,21a3e55a-0a4e-423b-9642-c3f20c6d3b44.png,NA,https://davesredistricting.org/maps#viewmap::c0cbb3ea-7c35-4bd3-be17-84a5626004e3
WV,2018,67,lower,Districts for the 2018 Lower State House,WV 2018 Lower State House,75694017-79d7-478f-92d1-c92316e04541,1f3a88e6-55db-4744-ab61-836dd3a1d235.png,NA,https://davesredistricting.org/maps#viewmap::75694017-79d7-478f-92d1-c92316e04541
WV,2018,17,upper,Districts for the 2018 Upper State House,WV 2018 Upper State House,4c7cdf16-5542-4788-a8fa-8c98c32bb365,fd76cd01-2146-429e-87b2-d683f143fe57.png,NA,https://davesredistricting.org/maps#viewmap::4c7cdf16-5542-4788-a8fa-8c98c32bb365
WV,2020,3,congress,WV 2020 Congressional,WV 2020 Congressional,8011bcb2-469b-4546-a6b8-27259586d5a3,NA,NA,https://davesredistricting.org/maps#viewmap::8011bcb2-469b-4546-a6b8-27259586d5a3
WV,2020,67,lower,WV 2020 State House,WV 2020 State House,a63592c7-2f60-4f52-b209-43765ee91f6e,NA,NA,https://davesredistricting.org/maps#viewmap::a63592c7-2f60-4f52-b209-43765ee91f6e
WV,2020,17,upper,WV 2020 State Senate,WV 2020 State Senate,66a6d69d-bcd7-44ab-a986-db9dba972e0a,NA,NA,https://davesredistricting.org/maps#viewmap::66a6d69d-bcd7-44ab-a986-db9dba972e0a
WV,2022,2,congress,WV 2022 Congressional,WV 2022 Congressional,aaaa571f-f204-4cbe-bcf1-404db0519d36,NA,NA,https://davesredistricting.org/maps#viewmap::aaaa571f-f204-4cbe-bcf1-404db0519d36
WV,2022,67,lower,WV 2022 State House,WV 2022 State House,bd6eb9ac-ac94-465f-82d6-4e086307d5e5,NA,NA,https://davesredistricting.org/maps#viewmap::bd6eb9ac-ac94-465f-82d6-4e086307d5e5
WV,2022,17,upper,WV 2022 State Senate,WV 2022 State Senate,c3ca956f-0b1d-4750-894d-b2e9dadc642c,NA,NA,https://davesredistricting.org/maps#viewmap::c3ca956f-0b1d-4750-894d-b2e9dadc642c
WY,2018,60,lower,Districts for the 2018 Lower State House,WY 2018 Lower State House,bf6e11ff-1f0f-476f-9e59-a71e9e9a37d4,5541b188-0697-4a4f-a715-b814b725f2ff.png,NA,https://davesredistricting.org/maps#viewmap::bf6e11ff-1f0f-476f-9e59-a71e9e9a37d4
WY,2018,30,upper,Districts for the 2018 Upper State House,WY 2018 Upper State House,f6a301b6-f0f1-4ca1-b0a2-6042bce68915,9fe8bc3d-95f9-4f2a-b101-7cb3d83b586f.png,NA,https://davesredistricting.org/maps#viewmap::f6a301b6-f0f1-4ca1-b0a2-6042bce68915
WY,2020,60,lower,WY 2020 State House,WY 2020 State House,0595f457-19bb-4433-8b08-e4e961309963,NA,NA,https://davesredistricting.org/maps#viewmap::0595f457-19bb-4433-8b08-e4e961309963
WY,2020,30,upper,WY 2020 State Senate,WY 2020 State Senate,ba7ba269-14e2-4936-a04a-6cd2a57182f0,NA,NA,https://davesredistricting.org/maps#viewmap::ba7ba269-14e2-4936-a04a-6cd2a57182f0
WY,2022,62,lower,WY 2022 State House,WY 2022 State House,483d3157-343b-451f-9a0e-aebef749205f,NA,NA,https://davesredistricting.org/maps#viewmap::483d3157-343b-451f-9a0e-aebef749205f
WY,2022,31,upper,WY 2022 State Senate,WY 2022 State Senate,e2618faf-bad1-4bb1-9a85-7e1c2ccdef91,NA,NA,https://davesredistricting.org/maps#viewmap::e2618faf-bad1-4bb1-9a85-7e1c2ccdef91
DC,2012,8,upper,Wards for 2012 Council,DC 2012 Council,b187c749-1cc0-44ca-bdec-cc72052f1567,NA,NA,https://davesredistricting.org/maps#viewmap::b187c749-1cc0-44ca-bdec-cc72052f1567
DC,2022,8,upper,Wards for 2022 Council,DC 2022 Council,0085842e-3e38-4a72-9df2-7374a1f5250e,NA,NA,https://davesredistricting.org/maps#viewmap::0085842e-3e38-4a72-9df2-7374a1f5250e
